,book_id,recommendation_score,num_pages,publication_year,similar_books
14883,13361776,0.45876568095543285,11.0,2011.0,"['8697584', '20614529', '9268487', '12652457', '7743175', '15790816', '13118885', '478951', '133664', '887877']"
14884,13120121,0.48309774678098705,,,"['22056857', '11944907', '6793385', '174721', '18326167', '19230524', '16037924', '1374007', '23520697', '18395214', '672992', '25108879', '22540275', '604358', '23250304', '25527329', '11479278', '22882005']"
14885,6624577,0.4866930586016028,,,"['10714952', '1037242', '8476109', '15268257', '18144453', '10653263', '7989610', '7862147', '13069659', '16033642', '9591501', '2250615', '13588544', '13530972', '25027342', '23590634', '16059310']"
14886,22926518,0.38107891584441866,336.0,2015.0,"['20799493', '18071697', '18588738', '17928170', '9756931', '12962037', '9064128', '35498087', '21965096', '21996355', '23309635', '16034526', '20320562', '25066493', '23399236', '18052836']"
14887,1154166,0.42511593148091814,6.0,2003.0,"['92755', '34284', '715287', '61886', '30036', '15177', '62012', '944555', '280716', '104085', '57950', '202769']"
14888,1154164,0.495555002551446,,2002.0,"['2934112', '24774', '13538708', '34501', '37190', '47520', '68496', '458343', '14565', '32636', '352701', '271310', '24781', '20452208', '13547152', '455933', '81042', '24271']"
14889,18723009,0.46179743805493983,382.0,2014.0,"['15790894', '13518102', '15843071', '17149396', '15704459', '16102412', '18054017', '17334538', '22886612', '17605440', '16127235', '13138734', '10852343', '20821094', '17620859', '102888', '13618440', '6171892']"
14890,11257644,0.447920938661761,482.0,2011.0,"['48037', '219499', '194366', '207313', '93157', '650775', '765398', '12950', '25153', '721012', '355730', '564317', '6660190', '337113', '200544', '472966', '13572840']"
14891,8420952,0.46106966765937385,700.0,2010.0,"['6399850', '5628446', '6435253', '1348596', '8698731', '9601072', '9860899', '7704943', '1341025', '8241571', '140667', '7022843', '2942523', '6900601', '15985344', '10928630', '540832']"
14892,29857730,0.42445340021430594,368.0,2016.0,[]
14893,11945589,0.6089535293132295,304.0,2012.0,"['17696369', '25792864', '13097681', '21946861', '28231416', '13055677', '17208007', '13645671', '13326795', '10194637', '15711844', '12578568', '12081652', '10822395']"
14894,22910900,0.6640054913612065,317.0,2015.0,"['22466277', '13414871', '16068956', '22295304', '21494581', '23346358', '17453303', '25665016', '24039396', '23603939', '24721702', '23395680', '17900792', '25241551', '20308537', '25663382', '20500616', '17264824']"
14895,29246735,0.454479155042399,11.0,2016.0,"['25759452', '17333171', '22062202', '15837539', '15748529', '15816410', '16078492', '20556439', '18273949', '20295040']"
14896,8782399,0.49552885148084724,328.0,2011.0,"['12628635', '12856838', '7092396', '10153731', '6576403', '10990945', '11010324', '11421556', '12387628', '7241962', '9695482', '9196571', '566781', '9536655', '6309140', '7664345', '9471670']"
14897,24959550,0.4197090506284273,220.0,2015.0,"['25104062', '24979442', '25473485', '13751785', '25696030', '13429567', '15832099', '24973233', '7780669', '24517674', '16148631', '22822208', '25157439', '27799890', '23254162', '25719256', '22386527', '21399149']"
14898,6357708,0.6228224425056816,328.0,2010.0,"['11280254', '7365164', '6461779', '7726036', '6364657', '6505358', '13594857', '6699443', '6658573', '7739916', '7247856', '6594657', '1743390', '4738393', '6931344', '6321718', '985502', '6768411']"
14899,34306933,0.4599518172809949,,2017.0,[]
14900,17906052,0.42132845765170773,400.0,2013.0,"['18948957', '15982000', '17280880', '18710795', '15702557', '22584205', '18717447', '19070293', '20772579', '16048137', '20872293', '22359110', '22462246', '8266468', '8883130', '24153606']"
14901,28687748,0.40300707603410146,,,[]
14902,34089264,0.4228295069088286,,2017.0,"['24763621', '33643994', '25081261', '28524058', '30320053', '31020402', '25314447', '27827203', '25566671', '35720690', '28691932', '23203252', '30163661', '24157098', '30517879', '31423196', '25446297', '29622131']"
14903,189363,0.48704778672029053,,,"['18184424', '10573557', '24612069', '23213197', '26028987', '23403654', '16160069', '22845896', '17824861', '25345044', '17936753', '22924345', '17191535', '20645098', '17258798', '10694189', '2369498']"
14904,189361,0.4803852340300353,,,"['18777549', '6052510', '7964129', '22046472', '7294543', '25236851', '23311321', '16075240', '6400082', '23719130', '9664909', '24346718', '13542994', '6997193', '5723653', '20650796', '22022457']"
14905,189360,0.6006249525289447,355.0,2007.0,"['34722817', '2225495', '1233478', '1264916', '7294543', '6289935', '85744', '14463', '37693', '2314315', '3475012', '667152', '2642445', '5928023', '614780']"
14906,3306187,0.49959897172554024,447.0,1984.0,"['104088', '127584', '253058', '219205', '68455', '7980', '7345', '91989', '60141', '65641', '187065', '29187', '13667', '371787', '73928', '7968', '68396', '61994']"
14907,7842288,0.7122103059057426,503.0,2010.0,"['6682769', '7831742', '9550620', '7823797', '7827221', '6368610', '12507214', '7130788', '7129598', '9395215', '13547956', '7031827', '10552965', '10066415', '9918128', '8724084', '6600137', '7234801']"
14908,7932486,0.613658683730606,,,"['5036', '164672', '64364', '68806', '363836', '6604209', '73687', '218708', '12736772', '463327', '12274389', '160859']"
14909,458314,0.5777781091354348,350.0,2007.0,"['575004', '484878', '6453495', '276875', '420731', '690079']"
14910,6353001,0.6401039663221467,416.0,,"['490216', '6503154', '6284391', '3992020', '6601257', '308450', '5577077', '1017307', '7507750', '6294553', '5075964']"
14911,156172,0.44954011491953594,240.0,2008.0,"['624716', '176556', '2272813', '469491', '107669', '30335', '4807975', '226151', '239248', '1559895']"
14912,715791,0.6654542175657829,387.0,2007.0,"['1599297', '4701550', '1611656', '7828882', '702051', '428108', '10430194', '1346584', '6753250', '1975302', '8585178', '38548']"
14913,153058,0.46191501354537456,256.0,2007.0,"['304899', '298504', '2205339', '2450783', '2358689', '5068396', '5068378', '3298385', '3232169', '5068390', '6135849', '2450785', '6379464', '2450784', '287620', '374301', '678073']"
14914,5941431,0.44705373617865474,384.0,2009.0,"['13025202', '8693691', '7826546', '6064635', '13508360', '4818478', '21461096', '5867797', '12521345', '10816671']"
14915,4003436,0.5375407947738533,366.0,,"['6723628', '6908789', '6855471', '6690350', '1040469', '5986556', '3088233', '236818', '393249', '1399268', '529582', '7798343', '618938', '20074']"
14916,26256407,0.46910131359390334,68.0,2015.0,"['35993183', '17226383', '13636313', '26160134', '23574254', '23352307', '20758520', '28674942', '18242608', '23002653', '26068875', '23667554', '18620048', '25496466', '22912916', '23341511', '29368068', '30096545']"
14917,8140709,0.57390454505945,303.0,2010.0,"['12381722', '9645260', '7236997', '5151422', '15927484', '7864587', '2693142', '13074999', '185636', '8180231', '12823329', '8129662', '8547207', '10575783', '8253037', '2302159', '9795166', '8140731']"
14918,22404103,0.4255570926128863,191.0,2014.0,[]
14919,18509,0.5488567102329145,0.0,,"['7619', '44660', '99298', '68418', '11306', '463063', '47615', '61942', '43902', '1111600', '2479827', '59268', '6443349', '86238', '59302', '2358870', '2041545', '6604209']"
14920,17972727,0.460246280993868,260.0,2013.0,"['84194', '18247275', '20567811', '18714987', '17370986', '13425812', '17450990', '23014900', '13343818', '15830512', '17185551', '25666071', '6564182', '16056060', '14287807', '18466417', '18657107', '18164093']"
14921,23587607,0.47054544632078776,,2014.0,"['16225133', '30213217', '25019839', '5525372', '29541486', '22454610', '26135185', '23485190', '21936099', '11767287', '15735689', '21528957', '23566961', '22750618', '8352056', '28277981', '9404901', '25527329']"
14922,20703287,0.4462856552105338,,2014.0,"['13552772', '13643064', '16006117', '17617648', '16002023', '16116963', '29502206', '27230933', '16085502', '16682136', '14746310', '13112921', '17185049', '16045120', '13517621', '12483970', '17774495', '16110931']"
14923,13517498,0.5273173605831023,,2013.0,"['20425176', '18921944', '17860622', '35494945', '22087213', '9393725', '13627343', '16281632', '22371680', '18488694', '21945537', '30103169', '17838859', '21481350', '13502963']"
14924,13517495,0.5197484867808495,,2012.0,"['13612975', '35494945', '17860622', '13367528', '18921944', '14741130', '13491397', '13173311', '13042238', '13502963', '16047802', '13598026', '13630444', '13233726', '12397718']"
14925,13517496,0.530078117964305,,2012.0,"['35494945', '13612975', '17860622', '18921944', '14058819', '13367528', '13630444', '13627343', '16135926', '13502970', '18223047', '13615853']"
14926,33540650,0.48327809731178145,272.0,,"['58894', '295107', '2146957', '1375896', '7826116', '2850734', '93724', '363388', '590325', '573918', '8113344', '2073686', '140138', '34290', '169871', '385742', '393145', '65110']"
14927,12092105,0.40783195280238377,248.0,2011.0,"['9792199', '11273366', '12075543', '12969427', '13422043', '10928022', '11489012', '17130280', '12920723', '10257495', '11024669', '11399605', '10783492', '12841272', '12567090', '10044423', '11018862', '9277339']"
14928,28588,0.40491100936907304,320.0,1992.0,"['7015378', '6277570', '1346279', '13096136', '18891394', '22553811', '555908', '5226016', '9688895', '6639579', '10350287', '939960', '6954971', '7038849', '332299', '18685054', '22533304', '66661']"
14929,20530499,0.42985471867193925,170.0,2014.0,"['7171095', '22404223', '20349347', '29234699', '3093686', '12348935', '10711584', '33841356', '3409937', '16000402', '18274430', '17569384', '23393333', '8459683', '18744147', '13162992', '15759258', '17256775']"
14930,33386034,0.5388855961582398,304.0,2017.0,[]
14931,28186040,0.4292213527446907,,2016.0,[]
14932,13507440,0.5469995054506093,353.0,2012.0,"['15745446', '17834438', '17236852', '15713700', '13539451', '11550652', '13559937', '9836181', '27162031', '11032366', '17347646', '9798470', '15764855', '13552281', '11372681', '12509806']"
14933,222912,0.5122140683377893,544.0,1986.0,"['5739512', '110694', '40290', '239917', '65641', '1876770', '6342483', '45108', '201342', '73928', '13659', '15566', '228990', '313430', '116296']"
14934,18184308,0.40117014283374014,588.0,2014.0,"['18318660', '13547210', '20742785', '20423023', '24306090', '1118464', '20758115', '15981709', '17737063', '12046282', '18615938', '25122002', '33099521', '17046606', '18318664', '20336279', '24000663']"
14935,6053172,0.4622243049102879,406.0,2009.0,"['2350591', '7841670', '352775', '5292173', '2321054', '2407022', '264941', '2278387', '10170545', '25317', '17182955']"
14936,6216680,0.47508349655656795,392.0,,"['7091713', '6267237', '3099787', '263172', '6421588', '675615']"
14937,91813,0.488314948238154,416.0,2002.0,"['35155299', '6399307', '763539', '554202', '6146985', '2368381', '17971347', '25286', '9767', '176803', '81039', '362592', '554095', '77364', '499485', '6712067', '10471419', '81078']"
14938,6309140,0.4451166581208783,405.0,2009.0,"['9196571', '7092396', '9695482', '8409017', '7982855', '7241962', '13494641', '1293991', '566781', '6382661', '6576403', '11010324', '1020102', '28426', '10999517', '9716929', '10864804', '81167']"
14939,11019430,0.4704377201111096,314.0,2012.0,"['13351300', '13042766', '13055748', '11058320', '13245023', '10920730', '13152156', '31952703', '13480258', '13233397', '6547697', '12569468', '23603939', '12212910', '12707929', '8528548', '13152142', '11131963']"
14940,23261150,0.43567979315671684,13.0,2014.0,"['12814333', '23444482', '18464362', '25791216', '13539191', '13627169', '23943137', '20174424', '25819519', '11774272', '321357', '20646731', '8144399', '3437354', '21851288']"
14941,18952341,0.5858973591430501,623.0,2015.0,"['20980680', '22875083', '25819519', '18464362', '23444482', '20646731', '24611565', '23943137', '21017636', '23601046', '22238181', '23309742', '18516090', '23704941', '22090434', '20748097', '12814333', '23287202']"
14942,12560661,0.4910354892664415,268.0,2012.0,"['15785263', '12153203', '13559453', '13249960', '14761350', '12398375', '18899392', '19659308', '13829312', '13648638', '17314265', '12974699']"
14943,11805486,0.4577973756142335,192.0,2011.0,"['17339822', '13067648', '13576489', '13271678', '9393967', '13509957', '13505406', '18597023', '12043370', '16124385', '15727732', '25722504', '12754397', '16077544', '11969015', '13425310']"
14944,1250770,0.41745892430759524,467.0,2005.0,"['10404', '10147', '1190236', '621017', '80524', '745289', '301393', '537009', '40209', '288081', '672875', '34057', '93275', '93282', '169751', '125870', '478276', '393636']"
14945,224912,0.685743449813137,251.0,1999.0,"['58894', '295107', '2146957', '1375896', '7826116', '2850734', '93724', '363388', '590325', '573918', '8113344', '2073686', '140138', '34290', '169871', '385742', '393145', '65110']"
14946,828352,0.5966479912917231,316.0,1988.0,"['49627', '227416', '109986', '64401', '359375', '2323', '27001', '2392113', '62032', '73051', '68452']"
14947,20413494,0.47553320693261975,240.0,2015.0,"['13451544', '17367487', '24013985', '9969055', '19346457', '3176211', '6080704', '20931982', '9653192', '20550280', '20623020', '17290253', '19083252', '7189104', '18720440', '10891847', '24970324', '12734235']"
14948,36317,0.5708780677018904,379.0,1996.0,"['620486', '320700', '219063', '669460', '580379', '33489', '564316', '751823', '58972', '68840', '255369', '102083', '399477', '1080102', '6505011', '11196925', '598826', '219324']"
14949,36313,0.5706345774549914,838.0,2005.0,[]
14950,909270,0.5015838930709963,,,"['25921', '30315', '257152', '3430870', '1275422', '2155643', '5321439', '660649', '785072', '1877058', '6664559']"
14951,12754689,0.4511552544368191,300.0,2011.0,"['12268194', '11163008', '12895386', '11732538', '6576242', '12031743', '11161444', '13515274', '11021753', '12440595', '13483045', '13540725', '12717535', '10530700', '12445281']"
14952,891674,0.4566087251710672,692.0,2001.0,"['177191', '185192', '253058', '92846', '478951', '29394', '28507', '110694', '2767793', '780866']"
14953,332572,0.5447724116056605,17.0,2008.0,"['140077', '2051840', '225669', '7239607', '42898', '30123399', '715791', '395871', '2282133', '8652190', '3777732', '775986', '261122', '6192722']"
14954,4987801,0.44197034292503984,378.0,2009.0,"['6294553', '11178774', '5282692', '2423981', '846616', '6056519', '5075964', '30199', '11308086', '279524', '10802904']"
14955,23688106,0.5059436356189679,284.0,2017.0,"['28247422', '18596968', '22002724', '27213226', '24860279', '21458428', '20517414', '18306039', '28370779', '16051742', '23385196', '22678141', '26262273', '14372422', '12155200', '17336327', '19323219']"
14956,17255435,0.664820832921607,296.0,2012.0,"['16240815', '18131745', '10917458', '13366779', '12624498', '20489653', '13244783', '18072608', '24988236', '12677691', '15781433', '12312972', '17669075', '20770646', '13122090', '13421819']"
14957,2612238,0.48926597305467323,,2007.0,"['8039386', '7768841', '10536062', '15703716', '6875145', '10803880', '17258881', '6617506', '10101532', '7644545', '9584989', '6716418', '8986467', '2015624', '5597641', '22575681', '9339371', '4827407']"
14958,12157270,0.4253448260032796,261.0,2012.0,"['11702088', '9542582', '11250671', '11378402', '11388429', '11182074', '11164732', '12085568', '15015612', '11362198', '12554833', '10194548', '11850771', '11836518', '10798398', '9277339', '8419647', '11761452']"
14959,33836611,0.4430573815797539,402.0,2017.0,"['24763621', '33643994', '25081261', '28524058', '30320053', '31020402', '25314447', '27827203', '25566671', '35720690', '28691932', '23203252', '30163661', '24157098', '30517879', '31423196', '25446297', '29622131']"
14960,16069953,0.48784538915069886,496.0,2016.0,"['30038935', '23380228', '17675850', '17571277', '16115083', '22707152', '18667063', '26032887', '360737', '1157539', '23922381', '23288266', '18296902', '18500717', '23299668']"
14961,12872294,0.5387054738394211,350.0,2011.0,"['10755377', '12777016', '12475742', '11409671', '13556285', '13631837', '13490531', '10946420', '13041439', '13086226', '13011828', '13393308', '12035671', '13141794', '12494108', '13625827', '13636646', '11285669']"
14962,16039643,0.4251013152988139,446.0,2012.0,"['15776730', '13343818', '16130956', '13105064', '10320141', '17972727', '17370986', '13134437', '25257260', '15788490', '25615419', '16034320', '18187003', '12576713', '13554821', '17764199', '17731924', '15981347']"
14963,10409571,0.47393174207559363,413.0,,"['12700306', '104765', '2808554', '8496901', '7097866', '6607799', '18599601', '7268509']"
14964,6888748,0.5263055805491057,595.0,2010.0,"['7615403', '7302402', '8752893', '1116845', '7822865', '6255895', '10483537', '6459561', '4914044', '6287972']"
14965,29986315,0.514865713410438,,2016.0,"['29843226', '28606209', '28372798', '26215498', '27803842', '26093656', '27190038', '30075809', '25396653', '27422533', '29570559', '29533184', '24469917', '13597714']"
14966,22095547,0.46788930743679363,300.0,2015.0,"['22065512', '22524110', '32178678', '23524359', '17831753', '30517879', '22295304', '16181516', '34114570', '17379587', '26090003', '18068907', '23719469', '28696615', '8510492', '6289599', '22733612', '22077289']"
14967,9090421,0.4155112100061634,29.0,2010.0,"['8429687', '6723348', '10322436', '13581917', '3191189', '4889214', '13172164', '93269', '179182', '11557', '12173462', '15729539', '9716561', '1705697', '74821', '1030207', '8051458', '9373995']"
14968,1790150,0.4014986692471557,432.0,2007.0,"['106236', '421378', '3662746', '179779', '920181', '331478', '98879', '80708', '406344', '1358941', '65549', '1117971', '4446', '6726274', '13014041', '899662', '87669', '8638154']"
14969,17394680,0.4218404180110692,320.0,2013.0,"['25763296', '17315821', '20763127', '17974764', '15784247', '12620719', '15942615', '19341575', '22046835', '16719966', '20694657', '23569793', '27242760', '22467281', '17683778', '26892015', '24734689', '17151915']"
14970,12156463,0.4715978426020091,486.0,,"['892095', '352701', '8036437', '440496', '6676264', '24909', '8756401', '222127', '1369202', '7426970', '727380', '12476366', '5989515', '12849210', '7952209', '10886703', '13438522', '7507920']"
14971,6953393,0.415607911277189,291.0,2010.0,"['519548', '1156197', '1692371', '13147687', '2051840', '7117889', '307352', '523421']"
14972,12020927,0.3887688798678257,266.0,2011.0,"['12603677', '11149212', '8129662', '9766156', '10575783', '8547207', '7063554', '9721966', '2302159', '9708869', '3259963', '1296444', '10148201', '6467009', '13074999', '7846430', '8180231', '8058261']"
14973,6393539,0.43169057948158585,10.0,2009.0,"['285205', '6986858', '30262', '338119', '1088892', '6871617', '6620129', '6056520', '207365', '11922']"
14974,7077917,0.5130127637505537,354.0,2010.0,"['7831138', '352724', '7843135', '13538863', '1814961', '352727', '474113', '6125927', '2720900', '6605730', '7283762', '3323922']"
14975,7966006,0.5515371981298272,246.0,2011.0,"['527047', '9640042', '84586', '1559394', '9306028', '8662410', '9369687', '8572704', '10812824', '9536651', '8789405', '7302517', '7926791', '6794855', '10079311', '9504212', '7507901', '8471992']"
14976,13644052,0.7636206995793275,364.0,2013.0,"['15768191', '12977172', '15811134', '16479479', '13334934', '12081652', '13519844', '13617933', '17622805', '15708516', '13502970', '13581990', '16032322', '16162774']"
14977,8527942,0.5561348790460843,272.0,2011.0,"['8364977', '6275951', '6413775', '10191884', '6393179', '10293638', '10799807', '6614154', '7948410', '8076919', '7116568', '8665142', '13237695', '574333', '6261174', '11411340', '7775823', '13722506']"
14978,8539318,0.49395989393383527,349.0,,"['9657219', '9569756', '16134959', '15103461', '13057047', '6289428', '8686138', '8520586', '9498555', '9640591', '7023534', '10553065', '9670820', '8525631', '8272991', '12267497', '7912475', '7553944']"
14979,4498953,0.3985867366379694,484.0,2009.0,"['19998', '6237416', '6393644', '6296885', '10575798', '6241577', '1108884', '158719', '2187813', '333356', '836593', '43684', '81059', '451275', '7775973', '437790', '1403048', '4702664']"
14980,6303648,0.51527478981348,627.0,2009.0,"['6407550', '13528379', '176789', '147844', '8697584', '848036', '2226187', '3754026', '10822283', '285208', '8752893', '133453', '126747', '13649197', '13101795', '17320']"
14981,13459072,0.45358476460275987,279.0,2012.0,"['12754336', '6802400', '7988764', '17936396', '9634025', '16165073', '8898376', '7907225', '14314969', '8264929', '17408118', '18275994', '6399672', '27284451', '8116377']"
14982,61642,0.49181757254087843,155.0,2000.0,"['1200294', '116351', '1037577', '227416', '498192', '1704212']"
14983,9751511,0.3981075688232672,284.0,2011.0,"['9541850', '8308455', '8492984', '9300936', '643940', '9519916', '7575960', '8887261', '10044423', '12579213', '8487361', '7828677', '7121422', '9182393', '8288918', '10578952', '7326761', '10295347']"
14984,13260649,0.42862995848304314,286.0,2013.0,"['12568641', '13507921', '13085374', '12852064', '11861743', '10606258', '12543814', '16085468', '11558268', '18050018', '13479179', '17559899', '15697915', '13626692', '12578370', '16074322', '14289306']"
14985,955157,0.4738413998924961,407.0,,"['24769', '7818881', '637926', '187809', '3899465', '175004', '38989', '2941976', '8709640', '6120544', '428036', '6412843', '536982', '501910', '45709']"
14986,2062538,0.49449123249766064,340.0,2008.0,"['34286', '1438096', '92719', '489608', '393145', '596308', '169875']"
14987,13170035,0.5748830742128981,320.0,2012.0,"['13511496', '10578952', '9825501', '3247550', '13612005', '9640042', '12373428', '9031163', '9642279', '5321778', '540181', '8590082', '26048941', '12146537', '15723139', '7239607']"
14988,10744349,0.5305355907966498,315.0,2011.0,"['9676166', '15746786', '11477714', '6350554', '12486238', '512386', '15808412', '13487008', '12259507', '15808701']"
14989,8182682,0.6371481662614933,371.0,2011.0,"['8277486', '1397889', '3645169', '25610661', '13512929', '13507440', '6965828', '9665450', '16141092']"
14990,15780926,0.419916066114897,290.0,2012.0,"['25332036', '17679545', '833789', '17666495', '15865063', '20418852', '19524803', '20945089', '20663033', '8480480', '10575263', '25614926', '8649882', '9487727', '26594217', '13264490']"
14991,9368252,0.5077340831349575,130.0,2010.0,"['3332300', '8782738', '219811', '6743476', '613268', '13129250', '2955957', '24040154', '34790371', '11260507', '176713', '3876546']"
14992,9536655,0.5058076939724869,352.0,2011.0,"['9716929', '12628635', '9471670', '8782399', '8273009', '6309140', '12387628', '7912474', '13092528', '9462779', '9583173', '9695482', '9642277', '10999517', '2752371', '13410587', '1020102', '7757634']"
14993,11797478,0.5563381070822129,608.0,2012.0,"['13032249', '10394384', '12104857', '10315753', '12986194', '13541546', '9825501', '13603796', '15723139', '7936123', '12886567', '12084722', '12939838', '13533669', '11046072', '7886945', '9683241', '4621258']"
14994,626698,0.4151671169776329,184.0,2006.0,"['6553350', '270266', '2412563', '2457442', '463031', '930210', '1460598', '8432964', '974189', '7717708', '230855', '219812', '71413', '22633113', '491887', '1108884', '216263', '102885']"
14995,2237117,0.6152551936196794,352.0,2008.0,"['7026', '774337', '105660', '827899', '58085']"
14996,3589590,0.47975914733136277,189.0,2009.0,"['2934112', '24774', '13538708', '34501', '37190', '47520', '68496', '458343', '14565', '32636', '352701', '271310', '24781', '20452208', '13547152', '455933', '81042', '24271']"
14997,15706166,0.4277598839025096,262.0,2012.0,"['3649949', '17130280', '10264376', '16132873', '13491389', '13076154', '15714157', '16278402', '9113046', '14489703', '13554651', '12394148', '13641613', '8986660', '13259096', '14761500', '20948128']"
14998,159069,0.644892513948751,247.0,2007.0,"['633270', '9822', '34284', '222576', '752749', '11831', '24784', '295801', '378', '3980', '1140802', '423156', '176534', '468116', '343091', '53495', '2316', '232576']"
14999,6352393,0.3952155767994121,303.0,2009.0,"['6335388', '8678078', '6377397', '12078852', '9180145', '17340764', '19481404', '12422629', '18967182', '13605604', '16282967', '17403533', '8805925', '24258050', '12402915', '15793167', '2614406', '6642101']"
15000,31545872,0.4772701108011493,25.0,2016.0,"['16130760', '25446343', '18054071', '23367261', '29939390', '25944798', '22057201', '17333174', '28512486', '28448239', '24419968', '22299763', '32498439', '22062213', '25092129', '20799109', '28821387', '28260402']"
15001,7095666,0.4154022128260665,375.0,2010.0,"['7768634', '3280988', '6582640', '8267860', '7097842', '7106633', '9549283', '7862931', '1543965', '6289933', '5531637', '7914855', '34394515', '1176026', '307358', '5217231', '6449259', '317788']"
15002,17682406,0.5720185111950663,352.0,2014.0,"['24864744', '20483084', '13603210', '1373743', '17665622', '1844851', '3125137', '12349899', '3095114', '17313523', '827900', '25538379', '12794678']"
15003,23309529,0.45073121474042194,416.0,2015.0,"['22206705', '23314495', '22896545', '20736850', '18186644', '18301308', '22291630', '4804655', '23309635', '15700730', '23735633', '8712426', '23497854', '25387131', '17290345', '22358456', '25817157', '24612558']"
15004,428108,0.5329432145826554,287.0,2005.0,"['1346584', '5075964', '299237', '1066445', '2888973', '2260330', '951067', '279525', '308452', '563659', '3373198', '702051', '7618386', '93483']"
15005,2386455,0.5052209636512908,448.0,2010.0,"['4039512', '1044058', '572518', '6004974', '372091', '6255895', '2443516', '362814', '153216', '505352', '2942523', '2930018', '222838', '6616579']"
15006,18079612,0.4625933483198036,384.0,2014.0,"['13521507', '23866208', '195026', '8488833', '667776', '579039', '6325690', '15949080', '7944669', '9466219', '20702949', '17133348', '6376522', '17349118', '18967182', '11486348', '23597311', '150185']"
15007,3308839,0.47265721937430366,394.0,2008.0,"['3397728', '6177424', '279525', '1731486', '7944873', '11540475', '919709', '207158', '9645351', '5282692', '600543', '362923', '6366368']"
15008,8138071,0.7101493951146496,439.0,2011.0,"['8496901', '8600441', '6967958', '8087906', '8926959', '11053874', '7352840', '8850140', '9565574', '6479550', '6990420']"
15009,20344711,0.3752078362186622,384.0,2014.0,"['293486', '15802894', '50202', '12824411', '11222016', '21532214', '20797077', '18591451', '168313', '31842', '13167096', '15793093', '15801662', '8162803', '12726547', '15849654', '13617924', '13600140']"
15010,21979832,0.5988857082963922,464.0,2016.0,"['21843165', '18520647', '25897792', '21936937', '20499652', '23203252', '24790901', '25862970', '22009384', '28114396', '25320766', '26722944', '25489041', '25446297', '25165389', '23495112', '28818313', '22065067']"
15011,1206089,0.46852167636918784,,1994.0,"['219294', '5830325', '1017307', '12456525', '6034058', '2114614', '13438482', '496145', '12697251', '50741', '6933828', '866937', '238483', '398332', '13638452']"
15012,760754,0.4350851635523705,574.0,1988.0,"['1046558', '202039', '153218', '253153', '159816', '249633', '461990', '176268']"
15013,18335634,0.8176745038946964,567.0,2013.0,"['8501304', '8709526', '8069828', '13049981', '11864728', '13547956', '13115995', '12977172', '15822336', '12995284', '16007855', '17849112', '10814946', '8820045', '9662386', '13643567', '11454587', '9671126']"
15014,15980001,0.5570564007209702,264.0,2013.0,"['13594842', '10424976', '17191855', '18730126', '27409891', '34670215', '17159412', '8513841', '18329397', '13539162', '17374209', '20705702', '23484774']"
15015,19138878,0.4729671321892593,208.0,2014.0,"['15794272', '22399863', '1044512', '21920523']"
15016,9549319,0.40135556449458987,528.0,2011.0,"['9505613', '11315627', '8927997', '11966692', '8271201', '6266686', '11426110', '11832549', '9458220', '11691084', '1560358', '7787857', '8288279', '2470411', '1654391', '17655835', '17279913', '13247714']"
15017,15845097,0.6366541498997231,274.0,2013.0,"['7171902', '17295645', '1757496', '13235531', '18500907', '12325', '16205945', '3406641', '12019220', '16255632', '24796699', '17367275', '294977', '100396']"
15018,26005898,0.45354349396386595,330.0,2015.0,"['26094811', '17914333', '25086330', '21944837', '27750908', '33138093', '20874927', '24921090', '13629104', '22588237', '25036985', '13404324', '17968342', '15789451', '17164917', '20734898', '17834117', '26890596']"
15019,2042956,0.48296735508085253,280.0,2007.0,"['6477653', '476645', '7069751', '2011175', '11425085', '6907879', '13109207', '4495776', '4495772', '556795', '937011', '579039', '13511617', '11823941', '5842021', '734115', '9576736']"
15020,15929466,0.4639345632616259,759.0,2012.0,"['18966345', '21929539', '20984810', '9889765', '20572857', '10351610', '17444108', '23545022', '13453834', '9017567', '125015', '16132177', '17671956', '12958793', '1269216']"
15021,13506975,0.47116490831843894,380.0,2012.0,"['13425941', '20257348', '27886386', '23174388', '15755355', '13557580', '18006233', '13350162', '14288572', '1426973', '13506100', '15707192', '13500402', '13607421', '13641564', '19546931', '13233738']"
15022,22635844,0.4805621769960582,416.0,2015.0,"['23215464', '20691158', '24345995', '18090043', '23167687', '24336367', '23834763', '17910579', '28259112', '17899641', '18187690', '25817038', '25615119', '22535463', '23676581', '25810641', '20894044', '17365727']"
15023,903879,0.43190158557885694,726.0,1986.0,"['286507', '29119', '687215', '13878', '554774', '33835', '437638', '365522', '257321']"
15024,403277,0.5431892984084498,434.0,1999.0,"['409809', '536478', '1161498', '6547782', '841582', '11713719', '144008', '515452', '161768', '1261885', '32824', '2037559', '1991370', '10155', '709882', '23281946']"
15025,234329,0.4278430336695138,,,"['615698', '226524', '7814608', '86905', '856151', '728635', '6416708', '21412253', '576059', '671164', '11965363', '933358', '673391', '6601']"
15026,9657219,0.4308428328221802,323.0,2011.0,"['12968299', '10257518', '9835932', '10480102', '10103026', '10609400', '7095689', '9569756', '10593918', '12655513', '9634047', '8193915', '10841303', '11424566', '8520586', '9761416', '9689046', '9542585']"
15027,6708137,0.5442657984259612,248.0,,"['38564', '7242757', '7095692', '8428115', '6976966', '7744064', '7091747', '7132233', '8592303', '7804173', '9780099', '8529230', '10890463', '7629756', '6011147', '7239607', '7770715']"
