,book_id,genres
12855,9988362,"['fantasy', 'paranormal', 'non-fiction', 'fiction']"
12856,9994765,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography', 'romance']"
12857,9995135,"['fantasy', 'paranormal', 'romance', 'fiction']"
12858,9996331,"['fantasy', 'paranormal', 'romance', 'fiction']"
12859,9999813,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
12860,10021764,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'young-adult']"
12861,10025007,"['young-adult', 'romance', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction']"
12862,10025305,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime']"
12863,10034291,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'mystery', 'thriller', 'crime', 'romance']"
12864,10044191,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime']"
12865,10048834,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime', 'romance']"
12866,10048874,"['young-adult', 'romance', 'fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography']"
12867,10048876,"['young-adult', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'romance', 'fiction', 'history', 'historical fiction', 'biography']"
12868,10050463,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime']"
12869,10050731,"['fiction', 'fantasy', 'paranormal', 'history', 'historical fiction', 'biography', 'romance']"
12870,10051549,"['fantasy', 'paranormal', 'romance', 'fiction']"
12871,10057167,"['fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction']"
12872,10059396,"['fiction', 'history', 'historical fiction', 'biography', 'young-adult', 'fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime']"
12873,10060012,"['fantasy', 'paranormal', 'romance', 'fiction']"
12874,10062358,"['fiction', 'fantasy', 'paranormal', 'children', 'young-adult']"
12875,10062696,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography']"
12876,10063343,"['fantasy', 'paranormal', 'romance', 'fiction']"
12877,10063939,"['fantasy', 'paranormal', 'fiction']"
12878,10065348,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'children']"
12879,10066376,"['young-adult', 'fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime']"
12880,10066399,"['young-adult', 'fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime']"
12881,10066415,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction']"
12882,10072160,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime']"
12883,10077103,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime', 'young-adult']"
12884,10077686,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
12885,10079311,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
12886,10079321,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
12887,10081055,"['fantasy', 'paranormal', 'romance', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography']"
12888,10082454,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime', 'young-adult']"
12889,10084976,"['romance', 'fantasy', 'paranormal', 'fiction']"
12890,10085245,"['fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction']"
12891,10086007,"['fiction', 'non-fiction', 'fantasy', 'paranormal']"
12892,10086357,"['fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction']"
12893,10087445,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'mystery', 'thriller', 'crime']"
12894,10088540,"['fantasy', 'paranormal', 'romance', 'fiction', 'young-adult']"
12895,10093823,"['young-adult', 'fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime', 'fiction']"
12896,10094969,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
12897,10095750,"['fantasy', 'paranormal', 'romance', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime']"
12898,10096884,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'romance', 'children']"
12899,10099755,"['fantasy', 'paranormal', 'romance', 'fiction']"
12900,10100824,"['fantasy', 'paranormal', 'young-adult', 'children', 'comics', 'graphic', 'fiction']"
12901,10103026,"['romance', 'fantasy', 'paranormal', 'history', 'historical fiction', 'biography', 'fiction']"
12902,10103367,"['fantasy', 'paranormal', 'romance', 'young-adult', 'fiction', 'children', 'history', 'historical fiction', 'biography']"
12903,10114276,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'children', 'mystery', 'thriller', 'crime']"
12904,10114321,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography']"
12905,10115441,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'history', 'historical fiction', 'biography']"
12906,10118172,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
12907,10118444,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime']"
12908,10120780,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
12909,10121801,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction']"
12910,10122126,"['fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction', 'romance']"
12911,10127647,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime', 'young-adult']"
12912,10129062,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'history', 'historical fiction', 'biography', 'romance']"
12913,10129843,"['fantasy', 'paranormal', 'comics', 'graphic', 'fiction', 'young-adult']"
12914,10129880,"['fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime']"
12915,10131347,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
12916,10132286,"['fantasy', 'paranormal', 'romance', 'history', 'historical fiction', 'biography', 'fiction']"
12917,10133972,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography']"
12918,10134027,"['fantasy', 'paranormal', 'romance', 'young-adult']"
12919,10134778,"['non-fiction', 'fantasy', 'paranormal', 'history', 'historical fiction', 'biography']"
12920,10135095,"['fantasy', 'paranormal', 'romance', 'young-adult', 'fiction', 'history', 'historical fiction', 'biography']"
12921,10137413,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
12922,10137823,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography', 'children']"
12923,10146440,"['fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime']"
12924,10148930,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
12925,10153069,"['fantasy', 'paranormal', 'romance', 'fiction']"
12926,10153731,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'romance']"
12927,10154839,"['fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime']"
12928,10156063,"['fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction']"
12929,10156959,"['fantasy', 'paranormal', 'romance', 'young-adult', 'mystery', 'thriller', 'crime', 'fiction']"
12930,10157066,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'history', 'historical fiction', 'biography']"
12931,10164948,"['fantasy', 'paranormal', 'young-adult', 'mystery', 'thriller', 'crime', 'fiction', 'romance']"
12932,10165036,"['fantasy', 'paranormal', 'young-adult', 'romance', 'mystery', 'thriller', 'crime', 'fiction', 'history', 'historical fiction', 'biography']"
12933,10165727,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
12934,10165761,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'history', 'historical fiction', 'biography']"
12935,10170242,"['fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime']"
12936,10173501,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime', 'children']"
12937,10177045,"['fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'young-adult']"
12938,10180166,"['fantasy', 'paranormal', 'romance', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime']"
12939,10181768,"['romance', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction']"
12940,10182392,"['fantasy', 'paranormal', 'comics', 'graphic', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime']"
12941,10184403,"['fantasy', 'paranormal', 'fiction', 'romance', 'mystery', 'thriller', 'crime']"
12942,10184855,"['fantasy', 'paranormal', 'fiction', 'romance', 'mystery', 'thriller', 'crime']"
12943,10187639,"['young-adult', 'fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'romance']"
12944,10187685,"['fantasy', 'paranormal', 'young-adult', 'children', 'fiction', 'history', 'historical fiction', 'biography']"
12945,10188580,"['young-adult', 'fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime', 'fiction']"
12946,10193060,"['fantasy', 'paranormal', 'fiction', 'romance']"
12947,10194157,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction']"
12948,10194224,"['fantasy', 'paranormal', 'young-adult', 'children', 'fiction', 'mystery', 'thriller', 'crime']"
12949,10194637,"['fantasy', 'paranormal', 'romance', 'young-adult', 'fiction', 'mystery', 'thriller', 'crime']"
12950,10194775,"['fantasy', 'paranormal', 'fiction']"
12951,10196565,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime']"
12952,10199908,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
12953,10201356,"['fantasy', 'paranormal', 'fiction', 'romance']"
12954,10202432,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
12955,10207041,"['romance', 'fantasy', 'paranormal', 'comics', 'graphic', 'young-adult', 'fiction', 'mystery', 'thriller', 'crime']"
12956,10211811,"['young-adult', 'fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime', 'fiction']"
12957,10212067,"['romance', 'fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime']"
12958,10215337,"['fantasy', 'paranormal', 'fiction', 'romance', 'young-adult']"
12959,10215349,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
12960,10222479,"['young-adult', 'fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime', 'fiction']"
12961,10223509,"['fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime', 'fiction', 'young-adult']"
12962,10224627,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
12963,10225194,"['fantasy', 'paranormal', 'comics', 'graphic', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime']"
12964,10225657,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'romance', 'history', 'historical fiction', 'biography']"
12965,10230779,"['fiction', 'fantasy', 'paranormal', 'romance', 'young-adult', 'mystery', 'thriller', 'crime']"
12966,10235919,"['fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'romance']"
12967,10236501,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance']"
12968,10240153,"['romance', 'fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime']"
12969,10243045,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime']"
12970,10248518,"['fantasy', 'paranormal', 'comics', 'graphic', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime']"
12971,10251568,"['fantasy', 'paranormal', 'romance', 'fiction']"
12972,10251703,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'children']"
12973,10251958,"['fantasy', 'paranormal', 'fiction']"
12974,10255156,"['fantasy', 'paranormal', 'romance', 'fiction']"
12975,10255198,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
12976,10256914,"['fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime']"
12977,10257495,"['fantasy', 'paranormal', 'romance']"
12978,10258076,"['fiction', 'fantasy', 'paranormal', 'young-adult', 'children']"
12979,10261812,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
12980,10264090,"['fantasy', 'paranormal', 'fiction', 'children', 'comics', 'graphic', 'poetry']"
12981,10264676,"['young-adult', 'fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'romance', 'children']"
12982,10264769,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime']"
12983,10266063,"['fantasy', 'paranormal', 'romance', 'young-adult', 'mystery', 'thriller', 'crime']"
12984,10273328,"['romance', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction']"
12985,10273623,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography']"
12986,10281024,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'children', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime']"
12987,10281904,"['fantasy', 'paranormal', 'comics', 'graphic', 'young-adult', 'fiction']"
12988,10285181,"['fantasy', 'paranormal', 'fiction']"
12989,10291890,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography', 'children']"
12990,10295809,"['young-adult', 'fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime', 'fiction', 'children']"
12991,10299110,"['fantasy', 'paranormal', 'fiction']"
12992,10301749,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography']"
12993,10303264,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'romance', 'children', 'mystery', 'thriller', 'crime']"
12994,10304244,"['fantasy', 'paranormal', 'fiction', 'romance']"
12995,10305156,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
12996,10307510,"['fiction', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime']"
12997,10308452,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
12998,10314147,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'romance', 'mystery', 'thriller', 'crime']"
12999,10314229,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
13000,10315284,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'children', 'comics', 'graphic', 'mystery', 'thriller', 'crime']"
13001,10315753,"['young-adult', 'fiction', 'fantasy', 'paranormal', 'comics', 'graphic', 'children']"
13002,10315802,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
13003,10316626,"['fantasy', 'paranormal', 'children', 'young-adult', 'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime']"
13004,10318247,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime']"
13005,10319157,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
13006,10321405,"['fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime', 'fiction']"
13007,10321640,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'mystery', 'thriller', 'crime', 'children']"
13008,10322436,"['fiction', 'fantasy', 'paranormal', 'young-adult', 'romance']"
13009,10322714,"['young-adult', 'fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime', 'fiction']"
13010,10323524,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
13011,10324808,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'history', 'historical fiction', 'biography']"
13012,10331050,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
13013,10331417,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
13014,10331607,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
13015,10334528,"['fantasy', 'paranormal', 'comics', 'graphic', 'young-adult', 'fiction']"
13016,10334529,"['fantasy', 'paranormal', 'comics', 'graphic', 'young-adult', 'fiction']"
13017,10335072,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime', 'young-adult']"
13018,10335112,"['fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime', 'fiction', 'young-adult']"
13019,10335701,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
13020,10336420,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children']"
13021,10338023,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'romance', 'children', 'history', 'historical fiction', 'biography']"
13022,10339851,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
13023,10339954,"['fantasy', 'paranormal', 'fiction', 'romance', 'history', 'historical fiction', 'biography', 'young-adult', 'mystery', 'thriller', 'crime']"
13024,10345489,"['fantasy', 'paranormal', 'young-adult', 'mystery', 'thriller', 'crime', 'romance', 'fiction', 'history', 'historical fiction', 'biography']"
13025,10345642,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
13026,10345708,"['young-adult', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'romance', 'fiction']"
13027,10346185,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
13028,10346457,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
13029,10348689,"['comics', 'graphic', 'mystery', 'thriller', 'crime', 'fantasy', 'paranormal', 'fiction']"
13030,10349697,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'history', 'historical fiction', 'biography']"
13031,10352973,"['young-adult', 'fantasy', 'paranormal', 'fiction', 'romance', 'mystery', 'thriller', 'crime']"
13032,10353049,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'children', 'mystery', 'thriller', 'crime']"
13033,10353283,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime']"
13034,10353365,"['fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction', 'romance']"
13035,10353632,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime', 'children']"
13036,10356760,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography']"
13037,10357792,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
13038,10358606,"['fantasy', 'paranormal', 'fiction', 'young-adult']"
13039,10362658,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime']"
13040,10363749,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
13041,10364053,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'children']"
13042,10364849,"['fiction', 'fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime']"
13043,10366637,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime', 'young-adult']"
13044,10367314,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
13045,10368915,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
13046,10370700,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime', 'young-adult']"
13047,10376185,"['fantasy', 'paranormal', 'romance', 'fiction']"
13048,10376272,"['romance', 'fantasy', 'paranormal', 'fiction']"
13049,10380505,"['young-adult', 'fantasy', 'paranormal', 'fiction', 'romance']"
13050,10380657,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'history', 'historical fiction', 'biography', 'romance']"
13051,10381195,"['fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction', 'romance']"
13052,10381200,"['fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction', 'romance']"
13053,10381472,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
13054,10385629,"['fantasy', 'paranormal', 'romance', 'fiction']"
13055,10387413,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime']"
13056,10387419,"['fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime']"
13057,10388796,"['young-adult', 'fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime', 'fiction']"
13058,10388881,"['fantasy', 'paranormal', 'fiction', 'romance']"
13059,10390076,"['fantasy', 'paranormal', 'romance', 'comics', 'graphic', 'young-adult', 'history', 'historical fiction', 'biography', 'fiction', 'mystery', 'thriller', 'crime']"
13060,10390182,"['fantasy', 'paranormal', 'children', 'fiction']"
13061,10393851,"['fantasy', 'paranormal', 'fiction', 'comics', 'graphic', 'romance']"
13062,10394348,"['fantasy', 'paranormal', 'fiction']"
13063,10395530,"['fantasy', 'paranormal', 'fiction', 'romance']"
13064,10395576,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
13065,10396652,"['fiction', 'fantasy', 'paranormal', 'history', 'historical fiction', 'biography']"
13066,10397655,"['young-adult', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'romance', 'fiction']"
13067,10398160,"['fantasy', 'paranormal', 'romance', 'fiction']"
13068,10399862,"['fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
13069,10400575,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'history', 'historical fiction', 'biography']"
13070,10401084,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
13071,10403445,"['romance', 'fantasy', 'paranormal', 'comics', 'graphic', 'young-adult', 'fiction', 'mystery', 'thriller', 'crime']"
13072,10407279,"['fantasy', 'paranormal', 'fiction', 'romance', 'mystery', 'thriller', 'crime']"
13073,10409278,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
13074,10409347,"['young-adult', 'mystery', 'thriller', 'crime', 'fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'romance']"
13075,10409524,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'romance']"
13076,10409571,"['fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction']"
13077,10410278,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
13078,10410973,"['fantasy', 'paranormal', 'fiction', 'romance', 'young-adult']"
13079,10415671,"['young-adult', 'fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime', 'fiction']"
13080,10416381,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime', 'non-fiction', 'history', 'historical fiction', 'biography']"
13081,10417398,"['fantasy', 'paranormal', 'fiction', 'romance']"
13082,10418404,"['fantasy', 'paranormal', 'romance', 'fiction']"
13083,10419436,"['fantasy', 'paranormal', 'young-adult', 'fiction']"
13084,10421530,"['young-adult', 'fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime', 'fiction']"
13085,10421550,"['young-adult', 'fantasy', 'paranormal', 'romance']"
13086,10422756,"['fantasy', 'paranormal', 'romance', 'fiction']"
13087,10422778,"['fantasy', 'paranormal', 'romance', 'mystery', 'thriller', 'crime', 'fiction']"
13088,10423094,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime']"
13089,10425771,"['fiction', 'history', 'historical fiction', 'biography', 'fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'romance']"
13090,10425811,"['fantasy', 'paranormal', 'children', 'fiction', 'young-adult', 'mystery', 'thriller', 'crime']"
13091,10426573,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
13092,10428229,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
13093,10428848,"['fantasy', 'paranormal', 'romance', 'fiction']"
13094,10428994,"['fantasy', 'paranormal', 'romance', 'fiction']"
13095,10429015,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
13096,10429017,"['young-adult', 'fantasy', 'paranormal', 'fiction', 'history', 'historical fiction', 'biography', 'romance', 'mystery', 'thriller', 'crime']"
13097,10429025,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
13098,10429045,"['young-adult', 'romance', 'fantasy', 'paranormal', 'fiction']"
13099,10429067,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction', 'mystery', 'thriller', 'crime']"
13100,10429092,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'romance', 'history', 'historical fiction', 'biography', 'mystery', 'thriller', 'crime']"
13101,10429903,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'history', 'historical fiction', 'biography']"
13102,10429917,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']"
13103,10430194,"['fantasy', 'paranormal', 'romance', 'fiction']"
13104,10431447,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime']"
13105,10432550,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'children']"
13106,10433020,"['fantasy', 'paranormal', 'fiction', 'children', 'young-adult']"
13107,10433925,"['fantasy', 'paranormal', 'children', 'young-adult', 'fiction']"
13108,10434701,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'children', 'mystery', 'thriller', 'crime']"
13109,10436562,"['fantasy', 'paranormal', 'fiction', 'romance', 'mystery', 'thriller', 'crime', 'young-adult']"
13110,10437150,"['fantasy', 'paranormal', 'children', 'comics', 'graphic', 'fiction', 'young-adult']"
13111,10438093,"['fantasy', 'paranormal', 'fiction', 'romance', 'mystery', 'thriller', 'crime', 'comics', 'graphic']"
13112,10439597,"['fiction', 'fantasy', 'paranormal', 'young-adult']"
13113,10439630,"['fantasy', 'paranormal', 'romance', 'fiction']"
13114,10439703,"['fantasy', 'paranormal', 'fiction', 'mystery', 'thriller', 'crime']"
13115,10441563,"['fantasy', 'paranormal', 'fiction', 'young-adult', 'history', 'historical fiction', 'biography', 'children']"
13116,10442127,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction']"
13117,10445084,"['fiction', 'fantasy', 'paranormal', 'romance', 'young-adult']"
13118,10445208,"['fantasy', 'paranormal', 'young-adult', 'romance', 'fiction', 'mystery', 'thriller', 'crime', 'history', 'historical fiction', 'biography']"
13119,10446243,"['fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'fiction']"
13120,10449432,"['fantasy', 'paranormal', 'romance', 'fiction']"
13121,10452604,"['fiction', 'fantasy', 'paranormal']"
13122,10454271,"['fantasy', 'paranormal', 'young-adult', 'fiction', 'history', 'historical fiction', 'biography', 'children', 'romance']"
13123,10454285,"['fantasy', 'paranormal', 'fiction', 'romance']"
13124,10454982,"['fantasy', 'paranormal', 'comics', 'graphic', 'fiction', 'young-adult']"
13125,10456697,"['fantasy', 'paranormal', 'mystery', 'thriller', 'crime', 'romance', 'fiction']"
13126,10457746,"['fantasy', 'paranormal', 'fiction']"
