,author_id,book_id
4495,1445909,"[8945977, 3437310, 7684939, 6964765, 17562208, 6917081, 13511946, 20491017, 23524779, 9923824, 3437309, 6255895, 26863058]"
4496,1451404,"[13378876, 14759655]"
4497,1452086,[8470998]
4498,1454720,[6726099]
4499,1455233,[3456058]
4500,1460737,"[8038401, 7945295]"
4501,1463193,"[6062002, 9572054]"
4502,1463436,"[6703198, 9774362, 18722924, 3472820, 9536657, 7773320]"
4503,1468240,[6254610]
4504,1468622,[16145361]
4505,1472837,[17283434]
4506,1475374,[6406675]
4507,1486959,[11795956]
4508,1487748,[13540519]
4509,1488908,"[7108656, 5750628, 20613481, 28220832, 7675981, 23848134]"
4510,1495325,"[9807733, 6966881]"
4511,1499377,[8084228]
4512,1500144,[3546735]
4513,1508385,[3564414]
4514,1508570,"[6395698, 3564777]"
4515,1510073,[32856011]
4516,1510193,[69456]
4517,1520317,"[10508424, 7740216]"
4518,1520490,[25076719]
4519,1524842,[10393851]
4520,1530227,[25363511]
4521,1530555,"[7788549, 10353632, 3610689]"
4522,1530940,[15774609]
4523,1531483,[7508223]
4524,1532873,[13233397]
4525,1549088,"[15954541, 15954540, 15954549, 29213435, 16202167, 25169886, 18318664, 25271797, 29469165, 10781908, 26209488]"
4526,1550534,"[8038401, 12675334, 7236997, 9515638]"
4527,1553590,"[35264052, 20596632]"
4528,1555396,[7819820]
4529,1556719,"[22780816, 17571317]"
4530,1562881,"[3678443, 7315600, 16074215]"
4531,1562974,"[3678651, 7058022, 9004758, 16067444, 24612533, 12862611, 12862612]"
4532,1563059,"[13457458, 15710530, 25291997, 25293467, 21298206, 11098030, 15814893, 24674130]"
4533,1567394,"[2942523, 6633102, 304123, 311864, 11717826]"
4534,1569320,[3691870]
4535,1569666,"[16028045, 8664283, 9403048, 12670968]"
4536,1571733,[120240]
4537,1572776,[25111061]
4538,1573874,[3701237]
4539,1577311,"[9759508, 12489079]"
4540,1578313,[3689171]
4541,1583937,[153838]
4542,1584788,[9083745]
4543,1589549,[510342]
4544,1594651,[3744599]
4545,1598076,[18090081]
4546,1599723,"[23282679, 24336355, 17887631, 13533758, 20419044, 10423094, 7719324]"
4547,1606112,[3768860]
4548,1616154,[27833803]
4549,1624574,[6503780]
4550,1624847,"[1691409, 825334, 1061388, 340104]"
4551,1625305,[7933156]
4552,1628012,"[8662135, 19223830, 7179686, 3817859, 7005421, 13594857]"
4553,1628658,[3819453]
4554,1634882,[1270247]
4555,1635425,[12954989]
4556,1636014,[10066376]
4557,1637418,"[18295806, 18775220, 321353, 8531539, 1476344, 6888748, 25110905, 3840040, 14780684]"
4558,1638503,[30166719]
4559,1638953,"[3843654, 7948410, 31145057]"
4560,1641228,"[4807975, 17162397]"
4561,1641503,[16103129]
4562,1644193,[7841647]
4563,1651879,[3873328]
4564,1651952,"[10841336, 15793149, 13414149, 10553047, 9647782, 7135014, 6571771]"
4565,1653312,"[5537992, 3369511]"
4566,1657851,[8044074]
4567,1657883,"[30689357, 22889834, 16071377]"
4568,1665357,[6254610]
4569,1666468,"[16101025, 12849226]"
4570,1670340,"[7304345, 11212021]"
4571,1674725,[28571861]
4572,1674927,[7860544]
4573,1684296,[3949458]
4574,1691206,"[18782855, 6557805, 16113606, 9467196, 6487937, 11541470, 8608453, 21538215, 9972882, 16270004, 12926767, 3965854]"
4575,1708209,[15723139]
4576,1709139,[27161787]
4577,1713558,"[6766638, 6933096, 6933095, 4020601]"
4578,1715298,[22914]
4579,1716138,[30753517]
4580,1718040,"[6033372, 17707758, 7157044, 7797380]"
4581,1722834,"[7864147, 8597974]"
4582,1731936,[22543639]
4583,1732212,"[3230873, 5081991]"
4584,1732726,[23743745]
4585,1732747,[7012074]
4586,1733780,"[22609198, 11284808]"
4587,1746019,[17902184]
4588,1748829,[30753517]
4589,1753875,[463033]
4590,1754585,"[2639437, 4138306]"
4591,1757246,[4147055]
4592,1762294,"[17707758, 26883558, 20642659, 31147267]"
4593,1772224,[4192586]
4594,1779261,[7860794]
4595,1782121,[16130506]
4596,1783576,"[8032681, 8886737]"
4597,1784940,[12854055]
4598,1797360,[12971637]
4599,1802330,"[4286100, 13081309, 7757081, 6716319]"
4600,1809897,[20708772]
4601,1817728,[8484869]
4602,1818261,[9266804]
4603,1819311,[17864395]
4604,1827868,"[8665113, 7242100, 7877565, 17332228, 13560068]"
4605,1830665,[22908506]
4606,1830698,[7951497]
4607,1837593,[4389888]
4608,1847256,[13126214]
4609,1850446,[12711215]
4610,1855575,[6345021]
4611,1857564,"[12958037, 12958034, 20556439, 20556438, 6611024, 9657860, 15980677, 7697372, 33897662, 7941567, 9815702, 11455148, 7966006, 21415815, 4447622, 26878915, 12958049, 9581001, 11746102, 12958042, 7060582, 10421550, 6319978]"
4612,1864374,"[25533076, 26802679, 31560400]"
4613,1868743,"[4476999, 15802900, 7849352, 10789138, 6318223, 7841656, 10559622]"
4614,1870745,[93275]
4615,1871685,"[6641796, 2194051, 9573401, 1348468]"
4616,1874279,[4491658]
4617,1876620,[6325690]
4618,1879494,[23245593]
4619,1880316,"[4507203, 9689046, 7860794, 7095653, 6289933]"
4620,1884632,[2412563]
4621,1885084,[672875]
4622,1886686,[1112665]
4623,1887931,[252205]
4624,1890154,"[2412563, 12853150]"
4625,1892274,[229147]
4626,1902980,[651440]
4627,1909134,"[12722633, 12416944]"
4628,1915619,"[7860794, 4600167]"
4629,1916020,[101701]
4630,1916425,[15793066]
4631,1916427,"[6703145, 8512555, 15832300]"
4632,1917064,"[241060, 3369511, 176868]"
4633,1923475,"[7850899, 20708790, 6753329, 6730664, 4618801, 7302398]"
4634,1924157,[8038401]
4635,1928765,[28447390]
4636,1929531,[4633273]
4637,1938234,"[10094969, 13037566, 16130371, 18482271, 8850140, 15831653, 21089449, 6056520, 6809619, 6369517]"
4638,1938680,"[9111100, 6158099, 7242077]"
4639,1938864,[10740844]
4640,1945379,"[871, 10281904, 10248518, 6065429, 44734, 6506079, 26426, 26422, 7326879, 10182392, 11029854, 82637, 2855165, 1610998, 6408558, 868, 4341085, 869, 866, 23506, 9326, 9325, 8062063, 526672, 6956554]"
4641,1945504,[320700]
4642,1948907,"[7416872, 24866, 61939, 2747288, 614558, 20075, 9518461, 32332687, 7757584, 13099180]"
4643,1951011,"[13533668, 21030057, 34145337, 13583766]"
4644,1957584,"[4702664, 2412563, 25057705, 18490594, 22238140, 847409, 7198234, 23847929]"
4645,1957587,[2412563]
4646,1958136,"[18374572, 18176505, 4703905, 8273002, 16158488, 6289926, 11018862, 10552287]"
4647,1958588,"[15993695, 13486922]"
4648,1960761,[11594750]
4649,1965926,"[9743200, 6979061, 7508223]"
4650,1968553,"[20642659, 4728684]"
4651,1975671,"[16043745, 8551159, 7560658, 10551102, 15710593]"
4652,1977441,[4749700]
4653,1983147,[722192]
4654,1983563,[17707758]
4655,1988739,"[26114263, 31702797, 15793066, 13758481, 8168507]"
4656,1990801,[4781772]
4657,1992760,[1799011]
4658,1996169,[13048895]
4659,1996705,"[21063, 33484, 33482, 186182]"
4660,1998294,[4799482]
4661,2001324,"[203867, 64316, 204792]"
4662,2002988,"[12534310, 8077664, 12811730, 8942063, 7635629]"
4663,2005035,[3546735]
4664,2009613,[17354771]
4665,2012967,[377889]
4666,2013272,[6636890]
4667,2013872,[4837553]
4668,2018764,"[7620631, 7620598, 6406018, 7620611, 6690996, 7620605, 6448482]"
4669,2023476,"[6917434, 4862337, 7426970]"
4670,2031538,[15843158]
4671,2033695,[27426221]
4672,2045223,[5582295]
4673,2048710,[4927019]
4674,2050238,[2251777]
4675,2053448,"[10815662, 19351259]"
4676,2056014,[6687158]
4677,2059176,[12926807]
4678,2060858,"[29438610, 34935820, 25743790, 15999432, 18453118, 9571407, 23017818, 30197334, 32997948, 10880493, 25610486, 9571401, 20924711, 36281028, 29338223]"
4679,2063919,"[11100431, 17163514, 10790277, 12038533, 23156342, 12174312, 8697584, 32669692, 18052164, 4345290, 25430202, 24683898, 13556766, 12038526, 25656828, 32337902, 16373193, 6342483, 16043804, 10790290, 7815817, 20611669, 15832300, 32177852, 26863057, 26863024, 16110828]"
4680,2072970,[7953079]
4681,2073019,[241973]
4682,2074749,[22571737]
4683,2086916,"[6520659, 1691582, 7251081, 6414013, 7904769, 4477758, 6948437, 20706320, 8614812, 946836, 25205316]"
4684,2089928,"[7545000, 5037673, 6970707]"
4685,2091952,[29901992]
4686,2094451,[16153997]
4687,2095446,[7840832]
4688,2096360,"[6474771, 13540519, 18006642, 6677021, 9890841, 16248037, 6918909, 7760613, 5056084, 12846479, 12015268, 18635004, 6801582, 16101072]"
4689,2096447,[7839201]
4690,2096502,[9266779]
4691,2101598,[5071514]
4692,2101606,[12852746]
4693,2101660,[5071514]
4694,2103067,[23551456]
4695,2103666,"[2016005, 2935819, 6089604, 5929664, 22609309]"
4696,2104168,"[33024398, 22789111]"
4697,2115024,[552357]
4698,2115689,[18808068]
4699,2115739,[5111133]
4700,2119344,[7457545]
4701,2120001,"[7098974, 12733708, 9076848, 27507117, 6063110, 6707608]"
4702,2124253,[5134555]
4703,2124883,[5136179]
4704,2125760,"[5138488, 12377549, 6539039]"
4705,2127171,"[22404710, 3302568]"
4706,2129572,[285064]
4707,2129854,"[8393104, 13167096, 13259637, 5149517]"
4708,2134487,"[8355689, 7761369]"
4709,2146135,"[9817275, 22823730, 23340339, 18377559, 20957444, 6266006, 21691788]"
4710,2152471,[11884571]
4711,2161876,"[29623561, 5198413, 284440, 2039283]"
4712,2168689,"[12935433, 6503152, 6734395, 10665754, 8460077, 17888587, 5205697]"
4713,2172337,"[7824314, 28953200, 6609744, 14931151, 26869762, 25893822, 6726099, 8096189]"
4714,2184228,"[6591459, 8202714, 10573557, 13056723]"
4715,2186463,[8520684]
4716,2188726,[13540519]
4717,2195377,"[12510849, 17287106]"
4718,2219389,[216369]
4719,2232265,"[6892514, 7653352, 17168521, 6682769, 10808965, 6798947, 5271066, 7787487, 13594857]"
4720,2253157,[499214]
4721,2261547,"[15826934, 8475747, 22521588, 8475505, 13540519, 15818573, 25734163, 11629974, 25518205, 18246269, 8428064, 12168299, 5287473, 11454587, 7791582, 22465605, 8700723]"
4722,2264238,"[28691933, 30985898, 17166336, 7315439]"
4723,2272915,[20587108]
4724,2274221,"[13012603, 7912474]"
4725,2282707,"[5312125, 5312124, 5312123]"
4726,2283303,"[13579397, 11251546, 24044140, 11926311, 3302568]"
4727,2285270,[2316941]
4728,2286513,[5322151]
4729,2286514,"[1548482, 5322151]"
4730,2287512,[5323390]
4731,2300692,"[18480539, 21898414, 32470603, 34006759, 27969088, 23403654, 29155101, 25391400, 27015397, 26138446, 30612656, 24763130, 21898402]"
4732,2301413,[18529573]
4733,2303624,[28449252]
4734,2310121,"[13581917, 12157252, 10863079, 13139589, 14116167, 6350211, 11554317, 5364009, 9648068, 12295280, 16109210, 13597181]"
4735,2313312,"[17331295, 12812657, 10429025]"
4736,2321798,[5080018]
4737,2332319,[28957290]
4738,2339572,[5422179]
4739,2348022,[5432871]
4740,2348505,[7821929]
4741,2352998,[31014504]
4742,2354594,[30139736]
4743,2354819,[5453478]
4744,2372536,"[26342054, 5473470, 16074215]"
4745,2397976,"[6797476, 6408523]"
4746,2429189,[18046413]
4747,2437819,[7058934]
4748,2438979,[8038401]
4749,2438981,"[12377549, 9908712, 7304345]"
4750,2439908,[488581]
4751,2440736,"[7711726, 27828948]"
4752,2444658,"[13096218, 25111052, 18090081, 13167096, 7508223]"
4753,2465550,"[6986721, 110051, 6322122, 188275, 1607595, 584792, 3944732, 2977498, 15808851, 3087901, 6395698, 473923, 6616382, 4916680, 2345603, 437802, 15808475]"
4754,2466427,[15041918]
4755,2471183,"[7969452, 22095547, 5577995, 33843449, 31450752]"
4756,2472310,"[6713166, 6671933, 5578628, 2535732]"
4757,2477220,[5585181]
4758,2478261,[11222361]
4759,2478287,"[11114576, 5586134]"
4760,2485427,"[40379, 40378]"
4761,2498608,[7933156]
4762,2503028,"[10646544, 12098371, 13337255, 18755773, 13512929, 17571712, 8525631, 12702553, 25101899, 15783452, 12988478, 8182682, 19461610, 6329322, 17373966, 12299435, 5999242, 12702453, 22550398, 5618698, 16146282, 19166108]"
4763,2507196,[7991204]
4764,2507198,"[18751236, 17334481, 19832068, 13568619, 20697444]"
4765,2517464,[6942094]
4766,2517916,"[12285415, 10264090]"
4767,2525338,"[21025373, 18089930, 23377679]"
4768,2538559,[16129217]
4769,2541147,"[5801741, 7091470, 1809175]"
4770,2542414,[34524]
4771,2547175,[23212705]
4772,2548426,[5702282]
4773,2559520,"[28208687, 25364026, 25270656, 24590694, 23129410]"
4774,2567014,"[2266021, 3090465]"
4775,2577844,[120240]
4776,2580449,"[8890729, 12910751, 25521109, 18693868, 15769863, 22895268, 12089986, 10476501, 29906288]"
4777,2585828,[126348]
4778,2599416,"[5058029, 10812824, 7789830]"
4779,2602221,[5781321]
4780,2608381,"[5790991, 2424593]"
4781,2609438,[9688895]
4782,2616914,"[2638810, 2261213]"
4783,2620393,[6020071]
4784,2654606,"[20530499, 35479883]"
4785,2664913,[13624484]
4786,2667240,"[6355118, 3229372]"
4787,2669754,"[13269570, 23156342, 5863651, 7022843]"
4788,2676580,"[396239, 21061, 209215]"
4789,2677974,[13493304]
4790,2682658,"[23846037, 5877213]"
4791,2686362,[15591]
4792,2697291,"[10909677, 7821932, 10264676, 7646805, 9960624]"
4793,2699594,"[5895933, 22318573, 12680998, 13583766]"
4794,2714197,[6773540]
4795,2714501,"[13623856, 7737900, 13100315, 10425811]"
4796,2716954,"[12377549, 23282249]"
4797,2725468,"[6163754, 5937597, 16108066]"
4798,2725838,[17156415]
4799,2726692,[22917]
4800,2729427,"[2150466, 20621650, 10775135, 13635564, 9829422, 7823210, 17901077]"
4801,2731071,"[403355, 403277, 589898]"
4802,2731702,[9555442]
4803,2731809,"[9860847, 9860837, 23168806, 20518892]"
4804,2731828,[12377549]
4805,2733519,[9908712]
4806,2735290,[23168796]
4807,2735363,[337138]
4808,2736291,[6011268]
4809,2737333,"[8972234, 8973441]"
4810,2738043,"[17845816, 16074961, 10062358, 34264, 704731]"
4811,2738273,[6477991]
4812,2738410,[7123161]
4813,2738525,[6192961]
4814,2738857,"[8173813, 9817672]"
4815,2738900,"[10546, 13438677, 13455485, 18089991, 17985187, 18183598, 32711417]"
4816,2739592,[258108]
4817,2739688,[5978613]
4818,2739719,[24044140]
4819,2739770,[5978834]
4820,2740668,"[7967857, 13034956, 23629836, 9478193, 7167271, 8707774, 8872180, 22665330]"
4821,2740765,[5981496]
4822,2740918,[26532283]
4823,2741079,"[29909523, 25659647, 25065502, 23235530]"
4824,2741263,[17707758]
4825,2741432,"[13026356, 8603765, 24611587]"
4826,2741642,[17452242]
4827,2742182,"[22701387, 15793168, 8433024, 11071294]"
4828,2742416,[5985683]
4829,2742697,[7991204]
4830,2742715,[16075796]
4831,2742751,"[25814176, 1986356]"
4832,2742752,[1986356]
4833,2742900,[2292060]
4834,2743065,"[13634083, 11421556, 7767952]"
4835,2743261,[7092508]
4836,2743336,"[9831807, 13622919, 25999628, 18052889, 16038676]"
4837,2743539,[2120358]
4838,2743831,[24910026]
4839,2747350,[511390]
4840,2748537,"[11756650, 6002364, 8195316, 2744959]"
4841,2749342,"[6052140, 5080018]"
4842,2749820,[31546428]
4843,2750251,"[9848368, 23615679]"
4844,2751991,"[34871, 17881924]"
4845,2752146,[6012462]
4846,2752476,[6365102]
4847,2752627,[6137518]
4848,2753276,[27828948]
4849,2754199,"[6313326, 7896141]"
4850,2755160,"[10468701, 7827221, 10637748, 12631512, 18246269, 7202041, 8313727, 13260649, 12958103, 11838803, 8504669, 10459088, 6261522, 13547189]"
4851,2759153,[21463865]
4852,2759174,"[6193703, 6033247, 7508451]"
4853,2759175,"[6390162, 8547338, 25480329, 7189619, 6033249, 9645328]"
4854,2760464,[7721912]
4855,2760606,[389098]
4856,2761947,"[9525723, 13540519, 11985913, 9415956, 23299668, 18246269, 23310214, 9646374, 16039122, 6357708, 7539030, 13701720, 10459088, 6750586]"
4857,2762793,[6705489]
4858,2765438,"[15980677, 6051589]"
4859,2765617,[13154202]
4860,2765704,[7123161]
4861,2765760,"[23847967, 81042, 12015441, 18490629, 6528805]"
4862,2767108,"[6241599, 52628]"
4863,2768002,"[13129274, 9664994, 9339237, 9339238, 7562764, 33838972, 11871563]"
4864,2768449,[8177852]
4865,2768688,"[279969, 18596555]"
4866,2768953,[6061728]
4867,2769036,"[22730712, 22730709, 22730614]"
4868,2769067,[6062032]
4869,2769516,[13552764]
4870,2772067,"[6434104, 6070065, 7877758, 6726734, 9015663]"
4871,2772185,"[29496535, 6307037, 13542374, 14002, 3103806]"
4872,2772365,"[6931171, 15838356, 17327157, 11579336]"
4873,2773553,[912625]
4874,2774902,"[15954713, 17864649, 20176552]"
4875,2775292,[13597181]
4876,2776448,[6080980]
4877,2777560,"[5093, 644171, 493809]"
4878,2778055,"[9594, 6661321, 28133, 579138]"
4879,2778323,[12432531]
4880,2778890,"[6087491, 6503545, 6539920, 7961893]"
4881,2779169,"[6307037, 3103806]"
4882,2779581,[20929]
4883,2780417,[6091497]
4884,2780539,[13325869]
4885,2780754,[19246477]
4886,2780862,[7099460]
4887,2782636,"[13133307, 117991, 13412078]"
4888,2782638,"[25269311, 20873145, 24885832]"
4889,2785999,[7059697]
4890,2786247,[6106486]
4891,2788408,[510342]
4892,2788789,"[18143087, 15811526, 25614277]"
4893,2789511,[13550078]
4894,2789542,[6261242]
4895,2789848,"[30073153, 32971135, 22540275]"
4896,2789878,"[12993867, 7204516, 12993848, 13093629, 13078869, 7204531, 6612005, 12993862, 17794804, 13168217, 15735904, 7944427]"
4897,2792373,"[6382952, 2855252, 6369517]"
4898,2792375,[2855252]
4899,2794097,"[13832, 463078]"
4900,2794098,[463078]
4901,2794104,[463078]
4902,2796762,[7812745]
4903,2799345,"[13589141, 29496535, 6307037, 17859577, 13542374, 14002, 3103806]"
4904,2802394,[16006898]
4905,2803557,"[20893366, 15700595, 6483210, 7367757, 6766315, 15726583]"
4906,2803575,[2584352]
4907,2803627,"[7314376, 15980677, 12620451, 9565574, 15816410, 6149939, 7823038]"
4908,2803630,[6149946]
4909,2803969,[6172788]
4910,2804058,"[1913178, 725944, 578200]"
4911,2809083,"[29415474, 13594857]"
4912,2809249,[7171362]
4913,2809379,[6164018]
4914,2809863,[25897878]
4915,2809894,"[22875122, 22463760, 24396879]"
4916,2812835,"[7948945, 10640020]"
4917,2817820,[29381751]
4918,2820569,[23281770]
4919,2821144,[18246269]
4920,2824486,[24044140]
4921,2826367,[35053233]
4922,2828543,"[16061340, 17349085]"
4923,2828923,"[13540519, 29877824, 10805989, 25804214, 17297488]"
4924,2830341,"[6641635, 9675020, 6217361]"
4925,2830642,"[6539039, 29430530]"
4926,2831771,"[24820291, 13169857, 22215757]"
4927,2834177,"[11738736, 6940494, 15954713, 17864649, 20176552, 16255632, 6227080]"
4928,2834339,[259598]
4929,2835927,[6231453]
4930,2837486,"[47625, 47627, 47642]"
4931,2837821,"[11954263, 6236221, 6997193]"
4932,2839407,"[23199314, 6240223]"
4933,2839569,"[6240758, 7106664, 6438479]"
4934,2843445,[3479]
4935,2843991,"[18318648, 21927520, 499214]"
4936,2844043,"[20344702, 11060998, 23130269]"
4937,2844917,"[7455727, 803599]"
4938,2845500,"[2408602, 9329516, 8480952, 2930018, 16130663, 15832300]"
4939,2845502,[24044140]
4940,2845578,"[17859577, 14002]"
4941,2845655,"[6256512, 8249672]"
4942,2845656,[6256512]
4943,2845954,[18042148]
4944,2846074,"[16130371, 9414014, 12988019, 11738898, 7114946, 9943501, 6257500]"
4945,2847227,[17785884]
4946,2847425,[6261011]
4947,2847482,"[10546, 7507931, 6261182]"
4948,2847515,"[13530972, 27404238]"
4949,2847534,"[7094635, 8441146, 7935214, 10358606, 25350122]"
4950,2847542,"[7660688, 7636552, 13012071, 7615403, 17571692, 13003088]"
4951,2847544,[12377549]
4952,2847546,"[25118836, 21432372, 9033224, 20299673]"
4953,2849137,[6265292]
4954,2851721,[2316941]
4955,2851722,[2316941]
4956,2851723,[2316941]
4957,2851724,[2316941]
4958,2851725,"[24611565, 30212517, 23156342, 9601072, 2316941]"
4959,2851726,"[5739760, 2871256, 10857421, 7840832, 2316941]"
4960,2851727,"[9669552, 2316941]"
4961,2853276,[20322287]
4962,2854680,[15766944]
4963,2854898,[6917837]
4964,2855517,[6507754]
4965,2855546,"[568454, 569430]"
4966,2855899,"[6283478, 7294543]"
4967,2856107,[13533669]
4968,2856179,[7933156]
4969,2857412,[12955673]
4970,2858177,"[6289428, 7095666]"
4971,2858333,[13588435]
4972,2858449,[397400]
4973,2858537,[6290270]
4974,2858595,[16145444]
4975,2860058,[1740356]
4976,2860219,"[13579397, 23383896, 28954093, 24453021, 11210965, 17667009, 20893389, 16130371, 15748535, 6294549, 15793066, 6782468, 6782465, 9450406, 17666976, 28815482, 17902184, 28941103, 20621650, 11402002, 30688517, 16368455, 13501633, 25111052, 22238188, 23471830, 10783217, 25430202, 17907054, 23719342, 34497909, 13758481, 26241281, 25526296, 12858494, 13542786, 24044140, 20417843, 16008471, 31450908, 27366528, 8496901, 21806701, 17667054, 16074215, 10184403, 16108066, 15748529, 18114043, 31183180, 28260638]"
4977,2860334,"[13590724, 28364013]"
4978,2860745,"[13539454, 10122126, 6295913, 6909045, 12160942, 7964129]"
4979,2861133,"[7822865, 6296885, 6505011, 10844210, 20299673, 6726099, 16074215]"
4980,2861276,[6297248]
4981,2865958,[16078432]
4982,2866171,[9207753]
4983,2866353,[11187090]
4984,2866422,[6311064]
4985,2866423,[6311064]
4986,2867375,"[11338646, 12585607, 12697251]"
4987,2868311,"[6316125, 7965123, 7602235]"
4988,2868678,"[7295501, 12377549, 13403217, 26883555, 15793066, 9480534, 12987423, 12160890, 22238188, 25430202, 25901253, 13600356, 13758481, 18873823, 17156415, 15793208, 26114291]"
4989,2868705,[70985]
4990,2869149,"[23627080, 27219584]"
4991,2869203,"[6318238, 16130371, 9510753, 7140462]"
4992,2869550,"[17213837, 10466374, 15857735, 6319176, 6319177, 8471992, 13594857]"
4993,2869923,"[6320247, 7882217, 28637641, 25822052]"
4994,2870363,[7664345]
4995,2870370,[17069123]
4996,2870420,"[12561585, 7926791, 6321718, 10890323]"
4997,2870757,"[24994123, 20635583, 6400712]"
4998,2870843,"[6322865, 7549828]"
4999,2871392,[4904977]
5000,2872255,[15702972]
5001,2872983,[289590]
5002,2873209,[9458220]
5003,2874870,"[6375794, 3002310]"
5004,2876313,[18782854]
5005,2876710,[7739887]
5006,2876763,"[7136307, 12751687, 15534541, 6339664, 7954223, 14367071, 16686018, 6973516, 12581738, 7791997, 7008345, 6693473, 9799979, 6693472, 7968732, 13546399, 17334448, 9944349, 10637766, 11276437, 7787487, 15801288, 11058018]"
5007,2877033,"[22911719, 29857730]"
5008,2878198,"[6345760, 2137538, 6406675]"
5009,2879106,[7508223]
5010,2879517,[7756722]
5011,2880618,"[18486037, 6352393, 21855894, 15771846]"
5012,2881407,[6354496]
5013,2882966,[8520684]
5014,2883426,"[15716157, 7198023, 6359599, 6623101]"
5015,2884350,[6362080]
5016,2884780,"[9415946, 13540519, 8792631, 18246269, 13533758, 6472451, 6363322]"
5017,2884866,"[8515176, 11334430, 6516513]"
5018,2884988,[6592513]
5019,2885316,"[6364657, 13540519, 8918559, 7812107]"
5020,2885318,"[7775764, 6364663]"
5021,2885905,"[20642659, 18055987, 6366271]"
5022,2886033,[4835]
5023,2887638,[15829686]
5024,2888063,[6371243]
5025,2889695,[12908993]
5026,2890288,"[7091747, 6319120]"
5027,2891503,"[10345642, 6380822, 7831742, 7913569, 18077928, 29058352]"
5028,2891549,[16685923]
5029,2891596,[11455170]
5030,2891665,"[12663557, 13209618, 17692873, 15723286, 18244920, 7719355, 11060241, 20617170, 24265085, 18354467, 7860794, 10874177, 12799420, 8435270, 6933876, 12279287, 10638776, 12348550, 18295869, 7985863, 6381205, 16178685, 12799435, 17333252, 8129662, 13272633, 24838415, 20980648, 18725742, 8789438, 15788936, 12033364, 8450009, 8356487]"
5031,2892154,"[8645598, 10376272, 6803525]"
5032,2892243,"[12862980, 23900993]"
5033,2892333,[8531289]
5034,2892808,"[6383762, 7305155]"
5035,2893344,[6385132]
5036,2894399,"[19153880, 9628111, 17397915, 23589086, 18266062]"
5037,2894899,[6389303]
5038,2895074,[9766146]
5039,2895111,"[13237492, 8434922, 7556058, 20893389, 6389874, 16130371, 15743485, 10223509, 10803856]"
5040,2895271,[6390249]
5041,2895618,[33534890]
5042,2895706,"[11201534, 6391211, 12371865, 12371862, 15789462, 15789722, 15717651, 7055355, 22701387, 13537830, 7114458, 18513554, 7953186, 17333239, 8084349, 13533758, 20706266, 18067050, 14811468, 11318315, 17118894, 10757833, 7842288, 17310066, 7978958, 7930335, 6304335, 22798836, 13526144, 11210741, 10459088, 24965436, 13583766, 21061684]"
5043,2895707,"[11201534, 6391211, 15789462, 15789722, 15717651, 7055355, 13537830, 7114458, 18513554, 7953186, 17333239, 8084349, 13533758, 14811468, 11318315, 17118894, 10757833, 7842288, 17310066, 7978958, 7930335, 6304335, 22798836, 13526144, 11210741, 10459088, 24965436, 21061684]"
5044,2895895,"[7860794, 8262172, 7311667, 6391683, 6895179, 8409252]"
5045,2895898,"[16032275, 23700532, 23643217, 10281024, 13497287]"
5046,2896146,[7933156]
5047,2896478,[13599050]
5048,2896654,[20296950]
5049,2897358,[17902184]
5050,2897820,[23567756]
5051,2897845,[6396829]
5052,2897946,[6397097]
5053,2897947,[6397097]
5054,2898479,"[6398385, 24733803, 17729791, 33635708, 6753250, 11036713, 24734689]"
5055,2899437,"[8152848, 12958067, 13068409, 13519763, 17156415, 21939269, 11732479, 13526458]"
5056,2900346,[13425505]
5057,2900815,"[6404356, 18401837, 6965955]"
5058,2901338,[362705]
5059,2901559,"[6440677, 1717889, 2641208, 6405972, 6357881, 6357882, 6651640, 6560220, 1717891]"
5060,2902285,[16250908]
5061,2902336,[81039]
5062,2904155,[81039]
5063,2904488,[7531654]
5064,2904619,[125755]
5065,2904744,"[5739760, 2871256]"
5066,2904745,"[5739760, 2871256, 10857421, 7840832]"
5067,2905269,"[33973968, 17790646]"
5068,2905283,[14002]
5069,2905297,"[12193399, 9517639, 10930660, 6487308, 17182125, 7430840, 17316516, 6936339, 12629670, 16069600, 7740152, 12780666, 6695785, 13023379, 7833099, 16070143, 17612654, 12588363, 9945127, 19401029, 24909485, 13699834, 7796816, 9369720, 25261903, 15230312, 6869344, 12681104]"
5070,2905789,"[13455189, 7816298]"
5071,2909019,"[17280155, 15852259, 13658527, 22046472, 15942629, 10880685, 12532672, 25391368, 18480399, 30612657]"
5072,2909124,"[11479938, 13240202]"
5073,2909175,[13498652]
5074,2909900,"[18167557, 22859852]"
5075,2912069,[28539]
5076,2912746,"[114190, 114218]"
5077,2912820,[6313798]
5078,2914122,[7508223]
5079,2915782,"[18803194, 6768411, 6768412, 6768413, 13549218, 13594857]"
5080,2915792,"[2412563, 17902184]"
5081,2915794,[2412563]
5082,2915851,"[18077958, 23156342, 6951425, 8752906, 8752907]"
5083,2915870,"[17452242, 23156342]"
5084,2916205,"[9027853, 12963277, 6382952, 8700602, 6930002, 7787487, 10131347, 9816077, 13594857]"
5085,2916869,"[23909755, 14781178, 18090081, 31522139, 12696396, 20174424]"
5086,2916952,"[770794, 7143047, 499214]"
5087,2917021,[642952]
5088,2917033,[13579397]
5089,2917037,[7508223]
5090,2917423,"[17982144, 15764212, 23150980, 23308727, 12707703]"
5091,2917750,"[6436602, 13528370, 8876413, 6726099]"
