average_rating,author_id,text_reviews_count,name,ratings_count
3.9,14542821,91,Christopher Husberg,467
3.82,1282301,152,Laura Frankos,3566
3.66,5758692,93,Alyc Helms,359
4.02,14249321,135,S. McPherson,295
3.95,5430216,228,Diane J. Reed,514
3.93,6863455,348,Luca  Rossi,1088
3.89,3486225,1016,Nazarea Andrews,4296
3.95,215620,1222,Coleen Murtagh Paratore,13408
3.79,102872,1159,Lisa Samson,7994
3.76,4641832,386,Jon S. Lewis,2242
3.94,3153776,14635,Mira Grant,120946
4.05,18520,1327,Graham Hancock,19123
3.69,2669754,420,James Enge,3807
3.46,167394,110,Tim Binding,683
3.97,246527,206,Kathryn Leigh Scott,1388
3.65,6899829,188,Peter   John,843
3.58,3381686,3097,Adam Nevill,18922
3.73,13467007,37,Oscar Balderrama,135
3.76,13536220,41,Lauren Certo,233
3.81,1923475,673,Celine Kiernan,5803
4.56,7771337,422,Jaye L. Knight,1501
4.19,6880131,275,D.A. Roach,561
4.19,14953008,89,Cassandra Fear,196
3.99,5386283,1188,Karen Ann Hopkins,9444
4.05,6425797,787,Taylor Dean,3001
3.7,48897,344,William F. Wu,10313
4.19,376347,811,Peach-Pit,62988
3.96,5808280,494,Chelsea M. Campbell,5365
3.59,21770,2676,Keith Donohue,16728
3.94,10325,159,Jen Holling,2315
3.43,19819,147,Anna J. Evans,1346
3.97,671901,91,Michael  Meyerhofer,730
3.82,67424,169,Jan Siegel,2437
3.95,1080585,4003,Jocelynn Drake,48938
3.77,2916952,426,P.D. Cacek,5112
4.03,19391,309,John Passarella,4808
3.81,1441644,1549,Antony John,12966
3.85,6483413,669,Alex  Hughes,8304
4.15,410354,1676,Michael Kandel,30431
4.0,2750251,167,Katy Towell,902
4.45,19291,1710,D'Israeli,53939
3.74,1141422,864,Ann Somerville,6801
3.96,67370,384,Ray Russell,4529
3.67,203916,174,Marcia Grad,2002
4.03,1304819,259,D.B. Shan,3520
4.06,7336832,1952,Holly Martin,11102
3.92,3409936,4770,Christina Henry,42877
3.59,13505992,118,Sue Tingey,358
3.88,3379695,1949,Rebecca Maizel,14055
4.01,14787640,84,Geanna Culbertson,335
3.91,279919,198,Lotte Reiniger,3384
4.03,4960082,369,A.R. Ivanovich,3686
3.9,4423626,208,Katie M. John,868
3.8,4633113,329,Marion Lindsay,1803
4.02,653688,218,Hans Daellenbach,1868
3.92,8422672,548,Amelia Faulkner,2381
3.84,3868039,170,Anna Stephens,407
3.97,3231,2816,George Lucas,77411
3.94,4574972,466,T. Frohock,1565
4.03,4240402,1193,Jenny Frison,11117
3.77,3403927,489,Bradley Somer,2592
3.95,7375751,1247,Nicole Blanchard,3701
3.98,7166436,142,Better Hero Army,490
4.34,33463,219,Adrian Cole,12751
3.93,4877034,580,Carly Fall,4350
3.94,8504368,272,L.A. Starkey,1677
3.93,246590,1968,Carol Berg,34111
4.01,4486715,1490,J.D. Tyler,19146
3.96,168353,911,Elise Primavera,6418
3.79,4984923,471,James R. Tuck,3080
3.8,6262,2049,Steve Perry,74624
3.85,3261705,263,Jon Voelkel,1948
3.84,3261706,251,Pamela Voelkel,1852
3.72,15497,338,Elizabeth Engstrom,4736
3.81,38592,738,Peter Crowther,9546
3.97,611015,124,Bill Lewis,2670
3.85,4449011,7050,Alfred MacAdam,270129
4.09,6907845,982,Anne Conley,3589
3.99,3005246,3352,Rebecca Royce,19666
4.03,475166,349,Douglas Carrel,9537
3.54,3625,120,James A. Hetley,1147
4.23,7431,3667,Ned Dameron,130352
4.18,8690723,2237,Ariana Hawkes,12909
3.92,16579,574,Morgan Hawke,9134
3.63,3143458,364,J.A. Pitts,3283
4.11,4556168,299,Jeanne Bannon,674
3.9,711760,396,Kristin Kladstrup,2380
3.82,2921810,2196,Jessica Warman,15455
4.02,2803627,4585,Kalayna Price,71332
4.21,5442390,148,Lee McGeorge,252
3.76,2845500,980,Robert V.S. Redick,13310
3.83,4707967,193,C.A. Kunz,1270
3.91,82937,232,James Stephens,2772
3.83,544860,428,Steven Utley,3515
3.72,3095885,114,Gio Clairval,739
3.79,570317,394,Drazen Kozjan,1975
3.87,7037826,484,Emily Rankin,1812
4.17,65735,73,Robert Joseph Levy,1792
3.61,7741814,120,Jon Sullivan,920
3.64,255580,97,Mike Baker,2700
3.9,6645634,833,Julie Daines,3215
4.0,9826989,148,Erynn Altabef,681
4.04,4857363,41,John Randall York,164
3.9,121825,4567,Rob Thurman,69814
3.91,1095924,92,Lesley McBain,3846
3.93,665641,97,Bruce Rogers,3721
3.92,16908,261,Pamela F. Service,5241
3.85,2794097,177,Jan Stirling,6779
3.89,66268,467,India Edghill,8263
3.92,3020457,67,Brett Hartinge,3389
3.98,4446076,833,Anita Clenney,9366
3.96,2562,495,Maya Gold,6192
3.72,14431134,126,Mary Taranta,436
3.67,65171,650,Richard Harland,4713
3.94,82540,1598,Sara Douglass,72376
3.74,135829,564,Cecilia Dart-Thornton,12225
3.65,2847515,312,Lee Battersby,1425
4.01,81165,149,Russell Blackford,2342
3.66,1732212,501,Cathy Brigg,6357
4.46,16764241,69,Kira Nyte,217
3.98,40130,165,Mike Stocks,2269
4.6,616,129,John   Williams,31388
3.43,3105432,435,Jennifer Murgia,2262
4.21,14738027,410,Aurora Woodlove,799
3.92,7000882,247,Kelly Van Hull,971
3.99,6920317,370,Karen-Anne Stewart,952
3.55,177049,394,Liz Maverick,4578
4.23,461046,160,Kate Nelligan,9847
3.37,641508,269,Brian D'Amato,1293
3.86,4501761,551,Erwin Madrid,3097
4.03,270447,178,Nanae Chrono,4055
3.72,446965,90,Ed Masessa,632
3.96,1733780,422,Kelly Crigger,3262
3.55,6209780,94,Roberta Trahan,400
3.82,4293114,1963,Kristen Middleton,27471
3.72,4028407,285,Lisa Sanchez,1213
3.71,353528,712,Don D'Ammassa,11784
4.14,458701,603,Lana Quintal,13438
3.9,6870042,325,Mark Beech,3413
4.12,13734782,554,Edith Hawkes,2486
4.2,17265,84,Jeremiah Bourque,2843
3.66,360816,645,Carrie Mac,4332
3.41,5217313,898,Rhoda Belleza,3867
3.82,4752743,59,Stephanie Jenkins,617
3.89,16391,687,J.V. Jones,37047
3.75,6950698,882,Janeal Falor,4513
4.09,6476148,128,Angela     Brown,283
4.1,7343261,1256,Jordan Elizabeth Mierek,1745
4.02,2738525,353,Ron Perlman,1382
4.19,4158371,205,Jason Isaacs,490
3.67,368978,189,Sue Whiting,893
3.95,835348,17136,Ann Aguirre,180369
3.91,543233,622,Maureen Fergus,3019
4.26,5170812,720,Breeana Puttroff,8015
3.92,4821,1233,Elizabeth Winthrop,20503
3.78,3339347,252,Jordan Deen,1855
3.86,10380,191,David Garnett,1716
4.31,60522,241,David Sutton,13508
3.89,43538,689,Steven R. Boyett,8423
3.84,64216,942,Dawn Cook,19669
4.08,860368,351,Lenny Henry,1170
3.99,323598,10349,Alfred Birnbaum,188071
3.74,735413,9452,Ben H. Winters,69174
3.7,3512625,1164,Stacey Wallace Benefiel,11693
3.94,8111269,122,C.M. Spivey,221
3.81,5781888,79,Karen Y. Bynum,190
4.0,5815639,183,Laura Diamond,483
3.68,7847409,41,Jayne A. Knolls,91
3.88,7847410,202,Theresa DaLayne,396
4.42,6886359,107,Falcon Storm,132
3.87,151155,464,Alice Borchardt,11063
4.25,203762,1199,Mark Powers,26038
4.09,8623149,113,Will Mabbitt,478
3.36,365496,351,Nancy Madore,2778
3.91,5767839,57,Neil McGarry,171
3.91,5767840,57,Daniel Ravipinto,171
3.8,6464383,639,T.A. Pratt,9107
3.81,888413,192,Mary Ann Winkowski,1321
3.79,28045,1096,Brenda Cooper,15364
3.7,67272,459,Marly Youmans,3201
3.73,4147639,51,Debra Lyn Pickman,395
3.82,7811723,225,Sarah J. Schmitt,718
4.13,7086094,4001,Brian Staveley,52213
4.14,5446913,1861,Paula Weston,16215
3.89,925,950,David Baker,8910
3.51,1708209,448,Sarah Mussi,1475
3.88,26171,281,Joe Dever,8383
3.96,14137787,9876,Stephanie Garber,44048
4.04,6868809,1535,S.T. Bende,11569
3.74,59151,403,Stefan R. Dziemianowicz,3341
3.81,4611597,242,Rod Kierkegaard Jr.,1887
3.67,1876620,235,Emily Diamand,1262
3.7,270887,139,Marcus Pelegrimas,2072
3.68,52872,231,Alan Rodgers,2127
3.95,3484883,3336,Lish McBride,21517
4.1,57728,65,Jim Turner,4574
3.86,3890839,136,Wayne June,1090
3.9,5607896,711,Tucker Reed,3796
3.9,5607897,711,Larkin Reed,3796
3.77,1722834,571,Marie Treanor,2978
3.83,1915619,1414,Helen Scott Taylor,9954
3.97,2961327,2704,Juliana Stone,32401
3.58,2778890,466,Judi Fennell,2511
3.97,1290033,103,Lorna MacDonald Czarnota,177
3.8,7135042,522,Thomas B. Allen,3387
3.45,7683853,227,James Kimmel Jr.,948
3.75,5149795,278,Lars Guignard,948
3.25,1628658,115,Penny Blubaugh,393
3.87,5032196,1491,Peadar O Guilin,6636
3.59,100403,178,Michael Laimo,1581
3.9,229221,106,L.H. Maynard,2769
3.93,3064456,654,W.H. Pugmire,10582
4.32,6570694,1073,April White,8016
3.98,5760737,1394,Seth Dickinson,7000
3.53,14602980,54,Leyla Kader Dahm,96
4.04,1369219,1047,J. Scott Savage,11312
3.79,2869550,1149,Sarwat Chadda,8404
3.87,61011,759,James Swain,8364
3.9,43219,415,Gustav Meyrink,6421
3.84,2438979,247,John Mantooth,1529
3.77,4723236,357,Nadia Bulkin,2156
3.9,3400141,132,Paul G. Tremblay,875
3.72,52468,875,Suzy McKee Charnas,9875
3.71,4480999,363,Maddy Barone,3867
4.06,81678,718,Sarah Ruhl,9569
3.73,5458573,487,Juli Alexander,3944
4.14,427430,1042,Poly Bernatene,7907
3.84,5406978,419,Andy Gavin,1276
4.17,4191700,398,Joann I. Martin Sowles,3911
4.16,7114860,710,Sharon Kay,2434
3.63,3122955,874,Jeremy L.C. Jones,3400
3.91,231575,84,Shogo Oketani,277
4.06,2853276,104,Tristan Elwell,1048
4.39,9860680,177,Parker Sinclair,202
3.68,14881425,155,Hannah  West,586
3.87,104676,386,Mary Anne Mohanraj,2001
3.51,401492,240,Barth Anderson,1429
3.64,4788719,2963,Liz Braswell,18531
3.51,4938797,455,Lucy March,2949
3.51,4366471,1987,Sarah Blakley-Cartwright,16782
3.8,786250,226,L.L. Foster,2817
4.24,6564843,271,Chantal Noordeloos,872
3.78,2945688,3008,Lindsey Leavitt,21303
4.2,43292,799,Tori Amos,44852
3.8,30384,669,Craig Shaw Gardner,19035
3.84,96767,607,Freda Warrington,4670
3.74,3256822,191,Tina Rath,2154
3.83,270624,1283,A.J. Hartley,9091
4.08,4427,1146,Jim Henson,8966
4.18,478745,343,A.C.H. Smith,3367
4.04,6527799,855,Kimberly Krey,4555
4.02,20030,3736,Drew Karpyshyn,72596
3.98,441765,97,devorah major,725
3.55,55820,376,Alison Sinclair,2249
4.06,8086515,239,Tamara Grantham,1009
4.0,5107011,542,Christie  Anderson,8024
3.96,259548,446,Michael Pryor,4379
3.64,5416090,378,Chloe Jacobs,2531
4.08,8342728,273,Yellow Tanabe,9401
3.54,158033,256,Mitchel Scanlon,4938
3.99,14331475,95,Kate M. Colby,314
4.16,1510073,974,Makoto Shinkai,7400
3.69,309018,278,Barnabas Miller,1425
3.6,780075,148,Jordan Orlando,818
4.29,17039595,47,E.S. Bell,82
3.74,51529,309,Natalie J. Damschroder,1253
3.46,42550,540,Lynn Messina,4591
3.77,3403918,124,Kevin Cockle,907
3.64,716094,241,Rose Cooper,1314
3.9,6889207,106,Roxanne Bland,128
4.23,4899523,213,Shannon Eckrich,612
3.85,1463193,244,Helen Stringer,1665
3.72,2780754,69,James de la Rue,402
3.97,5805814,179,Sherrie Cronin,341
3.98,6423717,447,Gwynn White,2746
4.14,16022577,156,Erin St. Pierre,337
4.2,1378521,663,Gracen Miller,2740
3.7,6574016,85,Claudia  Black,541
3.94,7014022,1058,Karl Kwasny,5961
4.02,6604148,1667,Donna Augustine,26320
3.73,109005,625,Jon Courtenay Grimwood,7601
3.37,232137,149,Mike Brotherton,822
3.73,137404,287,Wil McCarthy,2918
3.98,7907957,192,Sally Ann Melia,269
4.06,87086,200,Catherine Storr,1710
3.79,172194,346,Jules Watson,3901
3.73,3854467,114,Robert Kunz,707
3.73,4707968,114,Stephanie Kunz,704
3.74,4875513,114,Lisa Surphlis,745
4.54,6082927,87,Brooke Burgess,229
3.69,2742751,292,Cody Martin,2945
3.56,648874,95,Colby Hodge,900
3.68,4701504,210,Gwendolyn Clare,928
3.85,14197239,135,David             Rogers,1220
3.77,3058940,342,Ellen Elias-Bursac,2437
4.25,507943,1565,Sienna Mercer,33709
3.74,333832,212,Matthew Farrer,4239
3.84,1616154,2610,Drew Magary,18510
4.04,4712106,190,C.R. Daems,6647
3.86,5772158,619,Charles Gilman,2336
3.45,6968449,771,Lisa Van  Allen,4762
3.67,1264711,303,Marian Churchland,2300
4.37,8891928,220,C.K. Brooke,468
3.67,7265381,97,Mark A. Latham,642
4.37,6558469,51,Michael  Page,799
3.65,1342997,78,Michelle Maddox,688
3.7,6154156,133,Aldous Mercer,273
3.89,5020443,399,Alivia Anders,1900
3.95,7221459,271,Laura Ellen Anderson,1345
4.06,281552,319,Clare Bell,5293
4.42,9806108,81,E. Jade Lomax,542
4.02,57461,1567,Elizabeth Haydon,63421
3.78,12099072,231,Leo Hunt,931
3.75,14556898,246,Rebecca       James,820
4.02,243017,60,Rick Kennett,1146
3.87,6543097,464,Pat  Walsh,3093
3.94,5780491,180,Lynnette Bernard,2947
3.8,7060225,1572,Michael Phillip Cash,3233
3.99,7226905,513,Terry Maggert,1068
4.07,63509,187,Richard Kennedy,1533
3.6,7768712,85,Gary Meehan,301
3.88,3849298,109,Jaqueline Rayner,587
3.95,2301413,691,Michael Bray,3956
3.72,1001422,114,Jamie Leigh Hansen,1462
3.73,6464098,76,Susannah Noel,282
3.71,383583,2436,Jeff Hirsch,20261
3.68,4341892,615,Dan Bittner,1732
3.87,7313617,52,Karen M. Fernandes,165
4.23,5198894,106,Richard Due,295
4.21,5188131,105,Carolyn Arcabascio,292
3.65,436788,336,Melanie Rose,2110
3.93,13726,300,Tamara Thorne,2627
3.77,1111511,879,Kimberly Pauley,9278
3.54,2941990,150,Tim Westover,559
3.53,71686,264,Regina McBride,1562
3.82,123719,1976,Paula Morris,17605
3.73,4404139,226,Sable Grace,1833
3.75,53301,182,Nancy Varian Berberick,26760
3.64,552338,201,E.E. Richardson,1400
3.74,4625773,233,Maureen McHugh,951
3.96,7054831,288,Tina Gower,1508
3.95,3198312,70,Shea Godfrey,953
3.27,2103666,968,Jonathan  Barnes,5317
3.97,10330,5902,Daniel Quinn,93251
3.76,2994705,732,Addison Fox,5859
3.83,1917064,633,Dave Freer,14838
3.96,1156556,105,James Daniel Ross,1149
4.11,42508,1110,Kaori Yuki,58260
3.78,82732,167,Amy Neftzger,316
3.97,16114393,68,Teri Polen,142
3.69,1005935,1047,Carrie Harris,4509
3.86,847247,468,Kate Johnson,5185
3.59,3380848,63,Penelope Bush,495
3.48,9637,560,Eli Horowitz,3389
3.71,5827602,141,Jennifer Silverwood,423
4.18,56943,230,James Turner,5162
4.04,18252,339,Phil Parks,4651
4.44,15294119,22,D.L. Gardner,54
3.99,4444279,208,Kate Jonez,637
3.97,2321798,125,Tim Gregory,2694
4.09,13290,6394,Michael Hague,245599
4.18,6527401,143,Christine Wenrick,305
4.14,234377,3423,Walden Wong,75890
4.04,5625978,579,Morgan Hannah MacDonald,4202
3.76,4602804,319,Mike Vasich,1971
4.1,5169211,257,Ernest Drake,8797
3.93,5778174,2768,Joe Hart,35408
4.08,6572969,6098,S.L. Jennings,53641
3.48,7410009,338,Sarah Creech,1769
3.97,4831360,399,Zak Bagans,3060
3.96,4150084,3865,Paz Pruneda,70934
4.18,6751115,78,Dorine White,121
3.63,4089093,450,Jaime Lee Moyer,1864
3.82,13994108,505,Cassandra Khaw,1999
3.99,145307,468,N.E. Bode,4962
4.2,3234100,206,Mitsutoshi Shimabukuro,4998
4.23,3370870,102,Karen E. Hoover,289
3.74,3107213,301,Jennifer Ehle,953
4.11,6587202,297,Debra Kristi,666
3.73,7010042,102,Ken Mooney,367
3.99,3396910,377,Laura Kreitzer,2666
3.95,5407284,85,J.D. Hallowell,1085
4.4,3014566,1937,Sheldon Drzka,93486
3.79,432899,243,Anna Dale,2256
3.9,7339930,142,Realm Lovejoy,350
4.17,609973,1608,Geoff Taylor,31498
4.22,7704723,233,C.L.  Schneider,489
3.98,4287334,67,Anna Caro,247
3.77,5179983,135,Chris Abbey,1433
3.78,1139420,137,Ken Lillie-Paetz,1442
3.8,5179984,159,E.S. Magill,1524
3.76,3154018,332,Lezli Robyn,3240
3.75,1020603,277,Jeff Ryan,2967
3.79,5179982,142,Stephen Dorato,1467
3.59,13451368,60,Malcolm  McNeill,203
3.83,120610,331,James Adams,1483
3.75,6604537,471,Reagan Hawk,2883
3.88,2615,516,Sherri L. King,10395
4.12,8201633,117,Cynthia A. Rodriguez,272
3.6,3019932,215,K.V. Taylor,889
3.71,16032,262,James M. Ward,9371
3.7,88017,91,Roger E. Moore,10619
3.65,997755,53,Jane Cooper Hong,3316
3.79,168710,212,Kate Novak,18683
3.85,5767064,404,Jeanette Battista,4899
3.93,800052,119,Andrea Stewart,338
4.24,540202,588,Jerry N. Uelsmann,76387
3.93,547911,586,Maggi-Meg Reed,2682
3.57,400367,156,Danielle Wood,750
4.41,6444153,204,Anne Zoelle,1175
4.02,14124424,587,Farah Oomerbhoy,2171
3.63,305055,85,John McNamara,885
4.03,4111263,131,Alex Nino,2571
3.9,5180626,173,Carlyle Labuschagne,382
4.22,1486959,315,A.J. Scudiere,1493
3.75,4705211,277,Rochelle Staab,1867
3.73,80075,879,C.C. Humphreys,6096
3.89,24818,5885,Frank Beddor,68430
3.61,4756190,209,Mona Hanna,929
3.98,7102859,114,V.L. Dreyer,1251
3.69,385327,3328,Phoef Sutton,26866
3.91,7086401,56,Laura  Catherine,303
3.7,4575398,632,Talia Vance,5590
3.54,2973240,69,Susan Beard,366
3.76,4866638,372,Meredith Allard,2493
3.93,6591511,887,Kat Bastion,2241
3.62,4721473,94,Linda Coggin,397
3.6,5447836,129,Rachel Deagan,1362
3.53,4327516,619,L.K. Rigel,3311
3.59,3085265,269,M.D. Lachlan,1576
3.62,305504,272,Tim Maleeny,1901
3.93,79885,593,Dara Joy,15645
3.96,2936539,903,Heidi R. Kling,6050
4.19,14920,2828,John Rocco,21775
3.53,107812,268,John  Paterson,1362
3.67,5756547,122,Brendan Detzner,177
4.0,4928927,1567,Trisha Wolfe,7841
4.16,4045,114,Phil Hale,1675
4.11,5301256,178,John W. Otte,694
3.81,5328364,50,Lauren C. Teffeau,128
4.06,4832976,781,Michelle Cuevas,3127
3.87,356164,417,Jeffrey Overstreet,3419
3.89,230692,201,Rick Cook,6031
3.68,386853,1626,Elizabeth Fama,8427
3.94,10269,524,Verlyn Flieger,6346
4.43,5348132,222,Jennifer Lynn Alvarez,1582
3.98,560012,538,Jenn Reese,4446
3.86,26773,340,Anna Fienberg,4326
3.92,237985,210,Barbara Fienberg,3273
3.93,413367,277,Kim Gamble,3686
4.11,6094167,131,Cerece Rennie Murphy,428
4.09,7033660,126,Kyle McCarley,475
3.75,5299886,198,Joseph Cognard,322
4.14,7363007,529,Leonora Blanche Alleyne Lang,18511
4.51,7170196,59,F.M. Boughan,128
3.68,3856217,135,Carmen Staton,1613
4.26,763115,107,Robert M. Lewis,1936
3.48,242473,697,Susan Hubbard,5070
3.74,1388626,210,Thomas Emson,1402
3.77,3145531,137,Stacey Graham,549
3.72,917546,86,Kimberly Steele,765
3.61,4342615,460,Suzanne Lazear,1797
4.53,16368146,1121,Sara Kipin,4284
3.7,692437,771,Elizabeth Amber,10320
3.66,8994,1608,Burton Raffel,49435
3.89,6881794,331,Michael Damian Thomas,1300
4.31,8339463,502,Ethan Radcliff,1274
4.21,9060953,309,Natalia Jaster,1145
3.98,4446680,151,Kay T. Holt,724
4.01,2937735,103,Bart R. Leib,505
3.69,3412307,203,Artist Arthur,1004
3.71,139291,143,Jane Collingwood,527
3.49,4877299,333,Merrill Gemus,4519
3.96,7822301,481,Mark Gelineau,738
3.95,13960652,477,Joe   King,723
3.92,6591244,340,Zoe Forward,941
4.11,79861,541,Walter Crane,7152
3.85,214134,1042,Aaron Renier,8394
3.4,4371018,485,Lee  Carroll,3029
4.18,5002639,102,Sunayna Prasad,108
3.73,7857387,269,Ishbelle Bee,1006
3.82,4805617,249,J. Gabriel Gates,858
3.9,7377526,70,Rico Green,537
4.31,5258855,106,Jamie Marchant,153
3.85,6625104,246,Jody Casella,867
4.06,8203861,238,Jennifer   Jenkins,1106
4.18,6995709,350,Amalie Jahn,1497
3.88,3114883,133,Dawn Lairamore,922
3.75,26798,195,Matt Sernett,6930
3.63,4667751,337,C.V. Hunt,1820
3.58,435114,1067,Stephen Hunt,8673
3.82,567407,1141,Robertson Dean,4578
3.82,63539,1039,Pete Nelson,5455
3.95,6470969,66,Daniel Blackaby,353
4.25,6154201,180,Tima Maria Lacoba,516
3.97,146952,141,Win Scott Eckert,1141
4.07,3145809,1407,Anne Elisabeth Stengl,7908
3.93,2967731,327,M.G. Harris,3594
3.85,327010,211,Robert Nathan,1233
3.91,7791997,1157,Aimee Easterling,6500
3.74,2046,1474,Alison Lurie,14801
4.03,34933,5062,Jane Carruth,347425
3.83,1140370,357,Paula R. Stiles,4097
3.68,4739029,274,Nelly Geraldine Garcia-Rosas,1063
4.0,10831,336,Fritz Eichenberg,2842
4.03,13834,482,Deidre S. Laiken,9920
3.88,11306,619,Derek Jacobi,3360
3.9,40577,3288,Matt Ruff,25824
4.1,4351137,111,Patrick Samphire,286
3.9,423163,638,Katherine Coville,7510
4.08,48976,468,Raymond Arroyo,3561
3.78,4659292,959,John J.  Miller,17949
3.96,2892808,99,S.R. Vaught,1181
3.96,3226899,99,J.B. Redmond,1170
3.76,16309509,666,M.J. Putney,5814
3.59,2682658,845,Peter Kujawinski,4131
3.95,7276101,344,Iain Reading,456
4.05,231574,250,Leza Lowitz,1023
3.78,4970892,233,Melanie Card,833
4.16,75821,139,Michael Okuda,4344
4.21,75819,88,Denise Okuda,2322
4.12,37060,1403,Bryan Davis,30278
4.27,8927815,128,S.A. Larsen,221
4.05,7579061,485,Tracy Tappan,3563
4.16,4543672,207,Derek The Ghost,504
3.94,279134,1394,Inga Moore,26063
3.85,39412,1637,Michael Cox,14805
4.14,6436774,140,Yannis Karatsioris,229
3.82,5560132,310,Lea Nolan,1483
3.7,4565834,1360,Kirsty Logan,6424
3.95,4838926,354,Amber Sparks,1775
3.95,147253,977,E.F. Bleiler,15801
3.61,4665259,376,Mayandree Michel,3535
3.72,4649677,2324,Amanda Sun,13855
3.39,6539034,272,Anne Applegate,1474
3.85,550450,429,Tom Lloyd,8393
3.97,77025,188,Ralph Adams Cram,2384
4.11,4652063,162,W.C. Morrow,2359
3.91,6478378,841,Francis Marion Crawford,9290
4.21,8441258,111,Cait Reynolds,278
3.52,4830336,653,Melissa Lemon,2389
4.01,5139182,170,A.L. Waddington,458
4.08,2975312,41,Lisa C. Temple,89
3.76,14676627,108,Adam Ehrlich Sachs,301
3.71,2957043,413,Maria Rachel Hooley,5840
3.73,431012,54,Mary James,343
3.74,2847544,248,Peter M. Ball,1503
3.82,27032,364,Randy Russell,3375
3.98,1035116,1069,Nicole Kimberling,5959
4.16,756861,2736,Ginn Hale,24862
3.97,1204165,1483,Astrid Amara,9436
3.95,7737191,208,Stephanie Knipper,883
3.49,6551041,81,Irene Helenowski,101
3.77,221703,435,Herm Auch,2202
4.27,8435087,250,Gomez Pugh,581
3.77,13734129,485,Julia Ember,942
3.61,4124910,221,Karin Cox,1281
3.66,5861864,335,Madelyn Rosenberg,1243
3.88,5824197,365,DeAnna Kinney,2913
4.03,3519676,253,Elizabeth C. Mock,2554
4.3,2726692,1675,Padraic Colum,122367
4.08,7235297,3782,Karpov Kinrade,32735
4.37,2397976,598,Yuki Midorikawa,15289
3.6,15515427,73,Chelsea Mueller,214
3.88,24901,2820,Ellen Klages,19328
4.03,63143,183,Lizza Aiken,875
4.01,712655,725,Robert Fass,4219
4.14,5335601,1840,Keri Lake,7387
3.8,5108648,1293,Poppy Dennison,9216
3.73,3988619,233,Carol Oates,1027
3.87,6888220,198,Sharon Sant,733
3.76,8620804,47,Gracie Madison,78
3.84,3022555,919,Elijah Wood,14866
3.75,13754069,221,Asa Maria Bradley,988
4.07,14097535,236,G.K. DeRosa,1040
3.62,14097586,290,Joanne M. Harris,1471
3.67,5139707,450,Michele Vail,3093
3.52,474489,715,R.A. Nelson,5251
3.59,5266986,69,Julie Bourbeau,298
3.99,4573275,3954,A.C. Gaughen,31384
3.66,6859476,68,Kerri Cuevas,134
4.03,2874870,132,Drew Willis,1573
4.23,7477725,144,Jay Synder,358
3.62,6863587,826,Kali Wallace,3032
3.62,3099087,2687,Erin Bow,12165
3.7,6573508,404,A.B. Whelan,1199
3.86,5100095,972,J.R. Johansson,4516
3.88,103724,275,Elizabeth D. Crawford,3363
3.85,4629065,1422,Amber Argyle,8645
3.88,4988270,1286,Frank R. Stockton,14751
4.12,101080,138,Jack Snow,2531
3.99,63522,714,Constance M. Burge,20350
3.73,333247,212,Anthony Alongi,3422
4.17,8471086,86,Ashley Maker,145
3.5,10727,276,Rachel Klein,2216
3.44,49268,106,Leandra Logan,1358
4.11,421667,141,Ty Drago,720
3.99,433268,886,Jessica Gruner,9950
3.96,664468,222,Stephanie Jackson,542
3.65,2915851,556,Jon Sprunk,8525
3.74,429197,403,Emily Gee,4910
3.39,7085366,203,P.J. Brackston,900
3.8,59247,888,Michael Martone,6424
3.82,190644,95,Andrew Lyons,474
3.98,79319,163,Alix Berenzy,2294
3.55,13787483,108,Lannon Killea,273
4.17,2925860,258,Nick Eliopulos,3820
3.69,123040,561,Billy Merrell,6152
4.24,930100,120,Gavin Brown,1974
4.4,5442759,521,Emily Seife,72209
4.3,16152414,39,Erin Michelle Sky,83
4.3,16291179,38,Steven         Brown,79
3.45,87584,209,Yuri Rasovsky,917
3.77,7787712,201,Katharine McEwan,612
3.92,53256,1076,Midori Snyder,14434
3.91,5253229,176,Shel Delisle,1203
3.81,1317270,96,Clint Langley,907
3.9,227719,928,Barbara Lehman,5313
4.0,1025498,379,Bryan M. Litfin,2941
3.51,4853849,144,Anna Meadows,764
3.75,4356849,447,An Owomoyela,2495
3.9,5268815,318,Nimit Malavia,2782
4.06,4332964,197,Donovan Bixley,780
4.22,17595,4222,Adam Mansbach,81307
3.89,202960,350,Tricia Sullivan,5002
3.59,162931,277,Keith Brooke,2085
4.11,111002,847,Terri Farley,27594
3.46,4125204,3729,Alissa Nutting,18736
3.67,240709,86,Rebecca Bradley,971
4.0,6162355,1434,J.A. London,20421
3.79,4836172,157,Charlotte Blackwell,1461
4.08,5053436,1053,Raine Thomas,11416
3.49,2686362,299,Ted Thompson,1958
3.63,274667,401,Brian Meehl,4792
3.71,192549,960,Tim Bowler,7919
4.24,15180818,66,Jeffrey L. Kohanek,450
3.52,218818,1088,Laird Hunt,5419
3.88,6296,416,Sam Weller,2313
3.7,355175,1255,Aaron Starmer,5019
3.86,941567,191,Lois D. Brown,1201
3.97,6637152,391,M.R. Polish,3146
3.92,4977539,227,Patricia Eimer,453
3.91,1665357,134,Henry S. Whitehead,1322
4.02,7940084,667,Katie Cross,3626
3.78,683741,82,Hildi Hawkins,539
3.85,6425045,707,Kelsey Sutton,3297
4.26,208338,124,British Library,1938
4.03,5314499,43,Carrie Salo,115
4.1,3056773,73,Minari Endou,2156
3.49,12700597,363,Brianna Shrum,1080
3.8,1374091,745,Kirby Crow,8049
