book_id,title,num_pages,publication_year,average_rating,text_reviews_count,ratings_count,title_without_series,similar_books
239917,Sign of the Unicorn (The Chronicles of Amber #3),192.0,1986.0,4.14,222,12768,Sign of the Unicorn (The Chronicles of Amber #3),"['239903', '562253', '102247', '140143', '463378', '68582', '117887', '400914', '591774', '13284272', '15519']"
10466374,"Ash Mistry and the Savage Fortress (Ash Mistry Chronicles, #1)",320.0,2012.0,3.9,116,778,"Ash Mistry and the Savage Fortress (Ash Mistry Chronicles, #1)","['12606292', '14342632', '17465460', '22206705', '9504209', '7824314', '16043630', '12849210', '13069014', '17367487', '17900119', '674992', '13260545', '9668661', '15802651', '13644324', '12980968', '511356']"
20957444,"Burn for Me (Hidden Legacy, #1)",382.0,2014.0,4.34,46,105,"Burn for Me (Hidden Legacy, #1)","['20295040', '15980001', '17563080', '15837539', '13484974', '10165210', '17409835', '15748529', '16061295', '20821263']"
6747545,Twice as Hot (Tales of an Extraordinary Girl #2),425.0,2010.0,4.18,247,4461,Twice as Hot (Tales of an Extraordinary Girl #2),"['6795189', '14635888', '13310624', '2344218', '34394529', '6926983', '206856', '13488718', '6294553', '6391683', '7846377', '6660747', '9672598', '11308086', '12483818', '96151', '7226664', '6184297']"
769902,Sandkings,254.0,1986.0,4.24,156,2846,Sandkings,"['98037', '505175', '1003695', '1351129', '102269', '1534509', '449309', '332287', '13822', '271578', '49836', '332299', '364220', '520723', '216319', '218500', '472226', '410177']"
220944,"The Essential Bordertown (Borderland, #7)",383.0,1999.0,4.28,37,852,"The Essential Bordertown (Borderland, #7)","['836700', '9191899', '70585', '463033', '268439', '186438', '11210965', '9816552', '40160', '743121']"
220940,"The King's Own (Borderlands, #2)",432.0,2006.0,4.15,32,902,"The King's Own (Borderlands, #2)","['545827', '540832', '288758', '484465', '1553636', '13517188', '1267130', '1705942', '11834447', '388398', '1730680']"
10157066,"I Am Grimalkin (The Last Apprentice / Wardstone Chronicles, #9)",258.0,2011.0,4.24,177,4818,"I Am Grimalkin (The Last Apprentice / Wardstone Chronicles, #9)","['6605233', '9521540', '536531', '3240083', '10282547', '643298', '20572857', '11046072', '29960', '7247965', '7708485', '6185409', '1002703', '951454', '299131', '6353857', '6261200']"
6083211,Nation,409.0,2009.0,4.05,36,302,Nation,"['1006679', '2751662', '1121894', '824499', '2856645', '233906', '47570', '99375', '497819', '4292125', '289590', '709054', '331711', '782384', '499602', '2887211', '1145427', '357581']"
6083210,Nation,410.0,2009.0,4.05,73,658,Nation,"['1006679', '2751662', '1121894', '824499', '2856645', '233906', '47570', '99375', '497819', '4292125', '289590', '709054', '331711', '782384', '499602', '2887211', '1145427', '357581']"
159764,"The Book of Atrus (Myst, #1)",422.0,1996.0,4.01,218,4237,"The Book of Atrus (Myst, #1)","['66582', '144015', '9932050', '863284', '866741', '7132231', '284056', '18981', '3114281', '111109', '1039101', '757018', '263208', '27038915', '872294', '690867']"
837197,"The Court of the Air (Jackelian, #1)",582.0,2007.0,3.3,414,3032,"The Court of the Air (Jackelian, #1)","['8180231', '2302159', '1296444', '6922360', '362021', '3472342', '9766156', '8129662', '10900324', '7819820', '185636', '2693142', '645954', '432879', '7293120', '10575783', '8198773', '2412562']"
26853604,"Poisoned Blade (Court of Fives, #2)",468.0,2016.0,4.01,107,723,"Poisoned Blade (Court of Fives, #2)","['26409580', '25036395', '28954021', '20652096', '29283884', '18054071', '25566671', '27414389', '28588390', '30320053', '25669098', '28245707', '26114291', '26806765', '22608727', '27213224', '17312156', '33893388']"
11968799,"Deathless (Leningrad Diptych, #1)",352.0,2012.0,4.04,67,351,"Deathless (Leningrad Diptych, #1)","['189022', '9626382', '337534', '7005878', '7821811', '8386023', '12814333', '22633113', '28963596', '6757426', '371638', '11016554', '11515328', '81073', '9515638', '13414810', '12666103', '9347801']"
7197913,"The Wide-Awake Princess (Wide-Awake Princess, #1)",261.0,,4.1,871,9890,"The Wide-Awake Princess (Wide-Awake Princess, #1)","['11594370', '332626', '9588207', '4862337', '7327326', '3610689', '8364977', '175348', '6609571', '10508431', '16248123', '544315', '7107790', '2662886', '6892626', '725806', '794615']"
20076,Maelstrom,237.0,2007.0,3.82,35,1012,Maelstrom,"['721679', '24865', '238964', '61946', '127583', '410901', '1525287', '7858381', '2354897', '2628017', '96276', '11763402', '816901', '406747']"
20074,Changelings,320.0,2006.0,3.73,54,1691,Changelings,"['721679', '186187', '24865', '1399268', '6855471', '4066967', '238964', '1953203', '127583', '5969609', '61946', '1890387', '1778693', '6690350', '144303', '218661', '4286100']"
20075,"Dragon's Fire (Pern, #19)",366.0,2006.0,3.96,147,7291,"Dragon's Fire (Pern, #19)","['127583', '127582', '238964', '127581', '77752', '24865', '177955', '1599109', '176790', '61946']"
20078,An Exchange Of Gifts,,,3.85,45,993,An Exchange Of Gifts,"['238964', '14003', '127583', '1586136', '24865', '1043897', '169882', '721679', '97968', '248535', '61946', '50739', '1183791', '905469', '2035533', '616260']"
24930075,"Wandering Star (Zodiac, #2)",303.0,2015.0,4.19,267,1811,"Wandering Star (Zodiac, #2)","['25602380', '23262675', '18524302', '23847993', '22718810', '25289065', '22494087', '17788093', '20455682', '28674659', '20753330', '24795952', '25439542', '22733612', '20764755', '25272178', '23496231']"
18133040,Dream Girl,258.0,2013.0,3.27,76,110,Dream Girl,"['18687595', '462382', '11392407', '18406008', '17341819', '18157967', '12028089', '20739303', '18665617', '6697831', '9462072', '18766773', '18748928', '12375700', '17333342', '12954821']"
18455501,"Hell's Belle (Hell's Belle, #1)",254.0,2013.0,3.71,73,380,"Hell's Belle (Hell's Belle, #1)","['18245421', '35232671', '19330087', '17412002', '18686477', '25053720', '18514686', '23014900', '22733969', '11022106', '16099978', '25834619', '13648359', '20564142', '15990626', '17623995', '22224750', '17228226']"
12925631,"The Taken (Celestial Blues, #1)",432.0,2012.0,3.43,356,1972,"The Taken (Celestial Blues, #1)","['12947735', '1399096', '13631384', '9226492', '696303', '12891555', '18142973', '13240404', '10661603', '12103237', '17620177', '12907355', '13585591', '1399591', '8349588', '11996192', '12009478', '11541470']"
15815762,"Tarnished and Torn (A Witchcraft Mystery, #5)",314.0,2013.0,4.08,206,2759,"Tarnished and Torn (A Witchcraft Mystery, #5)","['15746786', '15808412', '15808700', '13419139', '15808725', '15808784', '6678880', '11468396', '10858010']"
9296389,"Athena the Wise (Goddess Girls, #5)",246.0,2011.0,4.29,94,2492,"Athena the Wise (Goddess Girls, #5)","['9109813', '9636778', '578200', '551928', '13539404', '6146196', '38971', '81167', '8643438', '7059447', '6950344']"
10305156,"Daughter of Smoke and Bone (Daughter of Smoke & Bone, #1)",418.0,2011.0,4.04,447,1883,"Daughter of Smoke and Bone (Daughter of Smoke & Bone, #1)","['10165761', '13409145', '8288246', '10165210', '17667916', '15765699', '11836538', '9666870', '11098871', '10836471', '7977037', '17849112', '17378508', '17345314', '9859436', '8662135', '10445208', '40159']"
13573634,The Talisman: A  Novel,923.0,2012.0,4.12,57,314,The Talisman: A  Novel,"['10617', '19586', '567704', '10661149', '11532', '11553', '36316']"
18479538,"Betrayal in the Highlands (The Riddle in Stone, #2)",362.0,2013.0,4.01,36,214,"Betrayal in the Highlands (The Riddle in Stone, #2)","['17976198', '5576634', '15759138', '12981254', '43591', '23783505', '21892162', '17466500', '25632756', '28370779', '19487669', '13556068', '15985344', '21937625', '17408269', '24612072', '25582867', '23654840']"
862350,"No Humans Involved (Women of the Otherworld, #7)",505.0,2008.0,4.2,541,23358,"No Humans Involved (Women of the Otherworld, #7)","['14460', '1225621', '157569', '1773616', '2642445', '5473470', '6134783', '26689', '3865030', '3128411', '2398197', '1708120']"
862356,The Snow Spider Trilogy,496.0,2003.0,4.06,37,561,The Snow Spider Trilogy,"['321135', '47810', '6215079', '12980968', '1357517', '1771748', '1196467', '1652718', '6877975', '2137777', '400783', '174013', '1087686', '900574', '1548563']"
69833,We Are Their Heaven: Why the Dead Never Leave Us,,,3.84,91,720,We Are Their Heaven: Why the Dead Never Leave Us,"['946001', '615698', '580655', '856151', '226524', '988336', '196448', '126790', '239402', '274399', '1889040', '3070392', '9410006', '1924435', '3317648', '430390', '20961091', '239413']"
13451641,"Deadlocked 3 (Deadlocked, #3)",138.0,,4.14,35,471,"Deadlocked 3 (Deadlocked, #3)","['11978403', '11204060', '14540287', '15704136', '10938629', '11251605', '13585519', '13629693', '8178924', '10647312', '12549168', '12083927', '12506194', '13455804', '9301370', '6802300']"
14435434,"Mermaids: The Myths, Legends, and Lore",224.0,2012.0,3.86,42,389,"Mermaids: The Myths, Legends, and Lore","['6928575', '2076128', '13587542', '222213', '81167', '6068242', '3231750', '1707263', '15795030', '17676287', '989174', '140996', '3651626', '98777', '23206108', '7923900', '1290767', '13629968']"
252589,"Lord of the Isles (Lord of the Isles, #1)",736.0,1999.0,3.5,68,2348,"Lord of the Isles (Lord of the Isles, #1)","['1132872', '175940', '319022', '185163', '2116855', '210197', '101517', '743094', '185117', '77887', '1122002', '291257', '29135', '968751', '355078', '427067', '172225', '57313']"
22617086,Eternal Night,319.0,,3.87,56,253,Eternal Night,"['18721048', '18552530', '21795547', '27353499', '18747725', '17612516', '18719570', '14121047', '23377533', '19498351', '17622850', '23129879', '22718598', '18340693', '15749110', '18050018', '13339622', '16368826']"
24590694,Welcome to Night Vale,401.0,2015.0,3.86,33,206,Welcome to Night Vale,"['17691605', '18073148', '22473578', '16109478', '7841564', '12344319', '24485148', '17927134', '18490533', '29092928', '24724564', '25118836', '23444482', '25817389', '24044142', '13627169', '28220629', '24666002']"
21345051,The Coldest Girl in Coldtown,422.0,,3.86,44,224,The Coldest Girl in Coldtown,"['13409145', '15714677', '17061489', '18309803', '13018514', '16079090', '27230933', '23014001', '29502206', '16045088', '13246736', '9943270', '12371862', '12109772', '15797695', '15723286', '16030663', '17297488']"
24331517,The Sleeper and the Spindle,69.0,2015.0,3.9,214,1017,The Sleeper and the Spindle,"['20452208', '24727085', '14623529', '18393324', '17671927', '16104414', '18591451', '21893683', '22138415', '81021', '17137611', '23848124', '15716291', '81038', '25387851', '16054793', '818807']"
24331513,"Walk on Earth a Stranger (The Gold Seer Trilogy, #1)",11.0,2015.0,3.94,31,70,"Walk on Earth a Stranger (The Gold Seer Trilogy, #1)","['18658082', '20652088', '20430528', '17410991', '22838220', '18068907', '22718701', '28448239', '20308537', '21843165', '20454599', '23719270', '23495112', '18368525', '24951755', '24376529', '27064385', '18743370']"
18581604,"Scent of a Mate (Sassy Mates, #1)",218.0,2013.0,3.84,173,2572,"Scent of a Mate (Sassy Mates, #1)","['15980188', '15830195', '23206345', '20674253', '17186578', '20828040', '15838699', '18664936', '10394682', '30619020', '21805851', '18761058', '17374715', '18301887', '16052473', '17882192', '21948829']"
20562690,"Words of Radiance (The Stormlight Archive, #2)",48.0,2014.0,4.77,48,211,"Words of Radiance (The Stormlight Archive, #2)","['17608111', '12652457', '11100431', '2890090', '9268487', '22055280', '18138189', '23346335', '12395241', '8447255']"
19310143,A Natural History of Dragons (The Memoirs of Lady Trent #1),10.0,2013.0,3.81,38,108,A Natural History of Dragons (The Memoirs of Lady Trent #1),"['15793208', '17910048', '13627169', '13414149', '344623', '21851288', '13515074', '11711794', '7114825', '25489511', '13539191', '15793118', '16156292', '26068046', '731821', '23444482', '22875083']"
28110867,Brightwood,272.0,2016.0,3.71,34,69,Brightwood,"['28259112', '29223495', '27279241', '29917071', '22707152', '28110852', '26025000', '26222109', '28014255', '29502400', '1300476', '25810641', '28110857', '308616', '28818313', '25689011', '22005757', '26828513']"
28110864,The Peculiar Miracles of Antoinette Martin,336.0,2016.0,3.95,176,618,The Peculiar Miracles of Antoinette Martin,"['17333861', '28510788', '23664763', '29347499', '23492554', '21915496', '18661021', '17262788', '24664756', '23168774', '28765741', '13611511', '1935429', '1821899', '25450479', '27406805']"
6056287,"Allegiance (Legacy, #2)",494.0,2012.0,3.98,343,3125,"Allegiance (Legacy, #2)","['12637477', '22351209', '4523075', '10380657', '12143472', '8171792', '6251606', '13060608', '11387447', '6596228', '11470428', '12180240', '10805997', '11788123', '11788444', '13244949', '12810754']"
11250433,"Life After Death (Infected, #3)",350.0,2011.0,4.22,60,470,"Life After Death (Infected, #3)","['6003542', '25623960', '13420202', '11979748', '22517659', '9491707', '7840629', '16281053', '8210142', '10284375', '30454782', '779640']"
715277,Darkness Weaves,288.0,,4.05,35,968,Darkness Weaves,"['3009100', '186182', '1535273', '941226', '854552', '220817', '102241', '952357', '9971131', '715287', '131633']"
20935097,"Creatus (Creatus, #1)",332.0,2014.0,3.52,59,576,"Creatus (Creatus, #1)","['18147709', '16029639', '15778735', '18524684', '17261328', '13497580', '21939651', '7406216', '11822933', '8454931', '16225237', '18806790', '12959863', '17350387', '15722151', '25458390', '19188953', '12655660']"
2981807,"Mercury's War (Breeds, #16; Feline Breeds, #10)",325.0,2008.0,4.37,266,10285,"Mercury's War (Breeds, #16; Feline Breeds, #10)","['519655', '519663', '2210686', '351572', '1975302', '362206', '5603148', '3115070', '13107666', '357096', '1101166', '362204', '2266592', '6149219', '2232994', '6972157']"
6419093,Prom Nights from Hell,304.0,2009.0,3.28,38,234,Prom Nights from Hell,"['5168977', '2761829', '7343947', '4028900', '199929', '6382952', '8428157', '7508223', '2168861', '6314469', '7840832', '346282', '1270247']"
603260,The Minotaur Takes a Cigarette Break,313.0,,3.77,303,2255,The Minotaur Takes a Cigarette Break,"['13590682', '379261', '383129', '129366', '352381', '795643', '421033', '1080917', '9716561', '7530665', '194091', '213254', '16099852', '5967548', '26225895', '1374429', '5227222']"
603268,"Dragons of Winter Night (Dragonlance: Chronicles, #2)",395.0,2000.0,4.13,62,1158,"Dragons of Winter Night (Dragonlance: Chronicles, #2)","['534480', '478759', '92904', '668019', '26576', '253540', '33152', '92871', '758560']"
22914,The Annotated Brothers Grimm,462.0,2004.0,4.46,92,2809,The Annotated Brothers Grimm,"['122999', '954034', '207109', '114476', '176972', '365940', '444383', '985613', '1153472', '282201']"
25489443,Kingfisher,346.0,,3.71,187,662,Kingfisher,"['44349', '25308939', '20980680', '1728138', '6276214', '7145140', '10487466', '26225506', '22521943', '13486307', '26114291', '23282249', '21528313', '14742759', '24611682', '29982722', '11674823', '12814333']"
17206921,"Fortunately, the Milk...",160.0,2014.0,4.04,211,817,"Fortunately, the Milk...","['24820301', '18014736', '23281892', '20708771', '22926534', '16057353', '16702384', '17591892', '16074339', '22509955', '13429616', '18769869', '18187690', '15752349', '17265216', '16054808', '15716291', '17349055']"
22549,"The Dark Tower (The Dark Tower, #7)",686.0,2004.0,4.27,35,296,"The Dark Tower (The Dark Tower, #7)","['8728918', '10596', '32627', '417729', '11532', '15984303', '15808295', '32432']"
13641916,"The Diviners (The Diviners, #1)",,2012.0,3.96,67,183,"The Diviners (The Diviners, #1)","['10836471', '13112915', '7389741', '12971662', '12009173', '11378763', '12640578', '5623269', '9206583', '17412895', '13316241', '9955669', '9535352', '8041873', '6369113', '12458860', '17262236', '13574710']"
9753545,Jane Jones: Worst. Vampire. Ever.,240.0,2011.0,3.28,99,441,Jane Jones: Worst. Vampire. Ever.,"['8994333', '9542904', '9269693', '10836748', '11867771', '9633217', '8428115', '9541839', '8253711', '11872164', '8712384', '20799434', '11327718', '9753637', '9480716', '8608453', '10679230', '10562661']"
1167144,Darkhenge,,,3.5,67,561,Darkhenge,"['1179038', '6395199', '1262455', '9767', '1538961', '3011688', '1930938', '18122779', '406404', '1633314', '219804', '9729604', '643047', '291586', '100479', '47891', '10833971', '824492']"
24683898,"The Death of Dulgath (The Riyria Chronicles, #3)",448.0,2015.0,4.37,593,5620,"The Death of Dulgath (The Riyria Chronicles, #3)","['18520619', '23346335', '23156342', '22493195', '25110977', '20753341', '25863014', '23899193', '20404905', '23129080', '18486037', '12395241', '18114110', '18212057', '23524878', '21844946']"
28220944,"Cloudbound (Bone Universe, #2)",396.0,2016.0,3.62,66,268,"Cloudbound (Bone Universe, #2)","['18952381', '28502830', '26114222', '30212517', '26228034', '9633472', '25430248', '28954187', '29090844', '28220871', '31522139', '28220644', '26409580', '27213224', '27415414', '28450969', '28220785', '27417551']"
28220942,"Chapel of Ease (Tufa, #4)",320.0,2016.0,4.11,65,265,"Chapel of Ease (Tufa, #4)",[]
23848098,Dead Ringers,320.0,2015.0,3.43,105,429,Dead Ringers,"['219478', '298415', '16038912', '16072672', '10313783', '16129180', '1041763', '1981', '22807550', '6535079', '389519', '7745095', '3583368', '23848134', '18069426', '27418655', '21849', '22238192']"
18248513,"Plague World (Ashley Parker, #3)",320.0,2014.0,3.91,55,275,"Plague World (Ashley Parker, #3)","['16092948', '24453097', '12364224', '21826329', '11425558', '17343422', '20440598', '21800559', '19093824', '25612325', '22094416', '6718719', '18303570', '13641099', '17447081', '20368339', '13543206', '19225840']"
18248512,Blades of the Old Empire (Majat Code #1),476.0,2014.0,3.47,81,284,Blades of the Old Empire (Majat Code #1),"['21570244', '28674659', '22480658', '26538150', '25690185', '22864600', '20360057', '20949421', '18691009', '18769734', '29417253', '222512', '22838892', '28455004', '20438715', '20705553', '22391592']"
21535271,The Slow Regard of Silent Things (The Kingkiller Chronicle #2.5),159.0,2014.0,3.91,6392,60529,The Slow Regard of Silent Things (The Kingkiller Chronicle #2.5),"['20168816', '23397921', '15832300', '22493195', '19288321', '20174424', '22756712', '12395241', '8074907', '12987423']"
10376272,The Mammoth Book of Ghost Romance,512.0,2012.0,3.69,44,250,The Mammoth Book of Ghost Romance,"['9853971', '13361336', '7508223', '10857421', '9510104', '12373508', '10718663', '25111052', '10118570', '13587206', '61912', '12377549', '9642271']"
882557,Zeppelins West,168.0,2001.0,3.56,33,341,Zeppelins West,"['1400134', '8588957', '8547207', '7063554', '326917', '7819820', '2473860', '432879', '2414574', '778179', '9519738', '580446', '6471678', '8180231', '11291909', '6234428', '9721966', '7845512']"
15827344,The Scorpio Races,435.0,2013.0,4.08,340,1091,The Scorpio Races,"['10165727', '8608525', '6369113', '8299165', '10836471', '8288246', '9943270', '16068956', '19549841', '7877239', '13595639', '12009173', '27230428', '20345368', '11013228', '13590977', '10816908', '9917938']"
23156034,"Breadcrumb Trail (The Yellow Hoods, #2)",335.0,2014.0,4.56,36,74,"Breadcrumb Trail (The Yellow Hoods, #2)","['13015890', '18165051', '18207731', '12988184', '1984048', '14290774', '25586821', '20747456', '18241346', '20790777', '17465737', '25271792', '10243045', '12031639', '12394095', '12079838', '6256641', '1373616']"
17281919,"A March of Kings (The Sorcerer's Ring, #2)",232.0,2013.0,3.66,248,4445,"A March of Kings (The Sorcerer's Ring, #2)","['17370374', '14739704', '29341869', '13283738', '18362819', '13582887', '24383594', '16118718', '13544010', '18709395', '16077174', '13265412', '15708973', '16044537', '16426320', '23630780', '16037931']"
30256272,The Case of Beasts: Explore the Film Wizardry of Fantastic Beasts and Where to Find Them,160.0,2016.0,4.64,99,716,The Case of Beasts: Explore the Film Wizardry of Fantastic Beasts and Where to Find Them,[]
26038790,"Fear University (Fear University, #1)",,2015.0,4.08,50,258,"Fear University (Fear University, #1)","['26034299', '27250126', '24863122', '25607266', '18284235', '27211638', '18469323', '25418962', '25123689', '20513342', '13642647', '17379615', '22431318', '18777524', '25019692', '25791200', '21865491', '19005006']"
597040,The Carpet People,,,3.69,98,4703,The Carpet People,"['230771', '1200297', '3425216', '564206', '1087686', '1196467', '745957', '1110910', '61654', '22716590', '381334', '1125844', '1771748', '416342']"
22567177,"Tower of Thorns (Blackthorn & Grim, #2)",415.0,2015.0,4.18,451,3195,"Tower of Thorns (Blackthorn & Grim, #2)","['21528313', '25489511', '18873823', '8305689', '12835220', '35696827', '29437887', '264077', '25664279', '1847010', '25476118', '22999188', '13515074', '13480259', '25791216', '10115441', '22588703', '20924715']"
6477991,Clover Twig and the Magical Cottage,304.0,2009.0,3.97,68,236,Clover Twig and the Magical Cottage,"['7967563', '6376522', '6397097', '11097640', '8488833', '2604407', '17572336', '7095563', '6658685', '20721930', '6374300', '6693015', '6164018', '6618257', '5566047', '110463', '7662733', '1540371']"
16231091,"The Dresden Files: Fool Moon, Volume 2",120.0,2013.0,4.16,48,670,"The Dresden Files: Fool Moon, Volume 2","['293504', '293474', '293527', '15799394', '174536', '1283802', '23848023', '16162038', '13536298', '5358109', '22079941', '18734990', '17828326', '20176531', '199915', '22889758', '11495233']"
22884860,"The Snow Queen's Captive (Once Upon a Time Travel, #3)",157.0,2014.0,3.79,32,375,"The Snow Queen's Captive (Once Upon a Time Travel, #3)","['18326167', '18713160', '25136035', '23761088', '30045371', '22084923', '29069817', '18075965', '29853757', '9328439', '19615677', '25637122', '17373158']"
9519042,Zoo City,385.0,2010.0,3.64,122,609,Zoo City,"['16078549', '11526573', '13539171', '2819368', '66659', '287109', '166570', '7005878', '9359818', '9339612', '832830', '3191189', '6422595', '5226180', '6993091', '7038849', '13227699', '8386023']"
8865417,Ghost Ship (Port Chatham Mystery #2),356.0,2011.0,4.0,87,636,Ghost Ship (Port Chatham Mystery #2),"['9744142', '11468396', '9676166', '10858010', '17290601', '10740056', '8677266', '11260534', '23281917', '11771566', '10744349', '3858076']"
11996192,"In a Fix (Ciel Halligan, #1)",336.0,2012.0,3.63,270,1161,"In a Fix (Ciel Halligan, #1)","['12009478', '9736493', '12891555', '21466685', '18087428', '12779838', '9414014', '14915175', '13323039', '30918128', '12925631', '7007753', '14910823', '20763659', '13562334', '12505339', '8343916', '15710593']"
11714579,"The Lost Hero (Heroes of Olympus, #1)",557.0,2012.0,4.35,300,2236,"The Lost Hero (Heroes of Olympus, #1)","['10706120', '9918083', '5217282', '332853', '7130745', '6464094', '3249541', '6950688', '2475768', '555500', '2903049', '175004', '8619814', '7005865', '6255144', '6407514', '5861926', '355917']"
25858039,"Dream On (The Silver Trilogy, #2)",336.0,2016.0,4.01,140,745,"Dream On (The Silver Trilogy, #2)","['11468322', '16165049', '16053238', '13564219', '97214', '17925992', '18270220', '17179937', '13635155', '11352221', '16007956', '14741025', '18046383']"
13502958,"Magician's End (The Chaoswar Saga, #3)",638.0,2013.0,4.24,243,3487,"Magician's End (The Chaoswar Saga, #3)","['15743703', '6706844', '236817', '7143429', '24010554', '16244663', '25204592', '10314147']"
18815399,"Rise of the King (Companions Codex, #2; Legend of Drizzt, #26)",368.0,2014.0,4.32,86,1739,"Rise of the King (Companions Codex, #2; Legend of Drizzt, #26)","['18007558', '19288530', '20758115', '17262407', '18166986', '59325', '62467', '5103587']"
2278298,"The Beast in Him (Pride, #2)",325.0,2008.0,4.24,426,10896,"The Beast in Him (Pride, #2)","['6288940', '6463808', '6540441', '699198', '7116607', '5628753', '8112340', '3666363']"
680326,"Celandine (Touchstone Trilogy, #2)",496.0,2006.0,3.83,43,489,"Celandine (Touchstone Trilogy, #2)","['22718732', '667776', '10861143', '11824590', '547847', '1524458', '22718678', '16115365', '7645929', '15799819', '24503187', '7530025', '20702030', '20706799', '274868', '711003']"
9087239,"The Necromancer (The Secrets of the Immortal Nicholas Flamel, #4)",389.0,2011.0,4.12,38,530,"The Necromancer (The Secrets of the Immortal Nicholas Flamel, #4)","['4935682', '3002302', '2475768', '7655716', '3240083', '4934587', '6582080', '1327767', '7592279', '256598', '7708485', '4479186', '6172696', '203659']"
6324492,"Shadowlight (Kyndred, #1)",,,3.76,131,1576,"Shadowlight (Kyndred, #1)","['7176209', '6391683', '2445045', '2770337', '2760979', '6289428', '5205697', '5980748', '5282692', '2721947', '2603681', '7717157', '3420361', '6582636', '6177424', '5957044', '7392311', '7057421']"
26004636,"Once Upon a Zombie, Book One: The Color of Fear",368.0,2015.0,4.0,115,333,"Once Upon a Zombie, Book One: The Color of Fear","['25926238', '26516201', '23249950', '25687546', '24846577', '21472900', '24384181', '26534110', '13643200', '28185531', '28692428', '23274802', '26031268', '27414452', '26077971', '17197791', '22929613', '11329389']"
29502206,"Pantomime (Micah Grey, #1)",386.0,2016.0,3.91,56,377,"Pantomime (Micah Grey, #1)","['13515848', '16071885', '15799424', '13579352', '16032236', '16081758', '13533670', '16116067', '20703287', '21030057', '12617286', '13549523', '10744752', '17162377', '15843071', '20625032', '17262812', '12477984']"
259586,"Ultra Maniac, Vol. 02",184.0,2005.0,4.17,33,2050,"Ultra Maniac, Vol. 02","['1003759', '750132', '1605211', '2573742', '570667', '1110426', '1821816', '485153']"
24154742,"Eleventh Grave in Moonlight (Charley Davidson, #11)",352.0,2017.0,4.39,820,5763,"Eleventh Grave in Moonlight (Charley Davidson, #11)","['27422533', '35294265', '27406805', '26218178', '32764660', '23586994', '17926437', '20556440', '25545284', '13597714', '24104482', '30044001', '31140515', '22062213', '35457273', '25892116']"
22750066,Dead Boys,278.0,2015.0,3.75,63,285,Dead Boys,"['28220785', '21965714', '13707549', '16112701', '4187734', '26038869', '23282183', '22544926', '20687352', '15764886', '23119473', '2009052', '24485148', '6962846', '48540', '22864433', '433027']"
17568538,The String Diaries,416.0,2013.0,3.73,70,269,The String Diaries,"['12431622', '17270598', '18161866', '17903012', '17304637', '17557764', '462426', '18737669', '20890560', '7781494', '1509992', '16110931', '9255082', '13029036', '18670579', '7745095', '17436899', '503966']"
9729882,"Progeny (The Children of the White Lions, #1)",612.0,2010.0,3.9,53,173,"Progeny (The Children of the White Lions, #1)","['9635114', '25273410', '11898247', '11401699', '10384734', '10813715', '27284451', '10484417', '8532164', '9379864', '22726660', '2989344', '7829637', '9230247', '11048703', '10982463', '9847105', '6300579']"
25800746,Cursed - A Spellbound Regency Novel,215.0,2015.0,3.87,42,115,Cursed - A Spellbound Regency Novel,[]
12970063,At the Mouth of the River of Bees: Stories,297.0,2012.0,4.06,247,1401,At the Mouth of the River of Bees: Stories,"['16054161', '13591876', '13057977', '13591879', '13603362', '17921102', '912911', '22633113', '8130322', '12427659', '17694319', '7767483', '21535640', '11249375', '12005736', '17131859', '8459308', '22181319']"
8556375,"Warrior (Dragons of Starlight, #2)",432.0,,4.04,46,677,"Warrior (Dragons of Starlight, #2)","['7212010', '7879322', '9463960', '2583877', '7882217', '11824590', '12002028', '13617581', '620750']"
16059484,"Of Poseidon (The Syrena Legacy, #1)",324.0,2013.0,4.04,144,584,"Of Poseidon (The Syrena Legacy, #1)","['12387628', '12246929', '18683541', '12912519', '13019704', '12971662', '11475686', '12628635', '12985143', '12432229', '11737311', '9716929', '9248345', '12022733', '11490707', '11378402', '12690572', '11388429']"
17907054,Indexing (Indexing #1),404.0,2014.0,3.87,490,2972,Indexing (Indexing #1),"['16074215', '13641101', '17902184', '17405537', '19365872', '16595339', '15824178', '16108066', '12858494', '25635416', '11680263', '20893315', '15790895', '15793208', '18139978', '176521']"
20331482,"City of Heavenly Fire (The Mortal Instruments, #6)",733.0,2014.0,4.48,402,2030,"City of Heavenly Fire (The Mortal Instruments, #6)","['8709524', '13581990', '9239571', '12369942', '10314229', '13605723', '8501304', '16007855', '14288998', '13049981', '14061955', '18309803', '8884616', '12866426', '13365532', '10025007', '6138594']"
18138189,"Tower Lord (Raven's Shadow, #2)",602.0,2014.0,4.18,1180,24578,"Tower Lord (Raven's Shadow, #2)","['17608111', '17737893', '18657632', '18513718', '23547364', '22055280', '11100431', '25143052', '18486037', '12395241', '12652457', '18310619', '15790816', '17879131']"
455218,"Interview with the Vampire (The Vampire Chronicles, #1)",340.0,1997.0,3.98,150,1797,"Interview with the Vampire (The Vampire Chronicles, #1)","['43808', '200538', '452244', '43796', '30281', '201547', '176261', '382450', '107291', '1192701', '66658', '137972', '25190', '567704', '110494', '40223']"
7114946,"As Lie the Dead (Dreg City, #2)",432.0,2010.0,3.9,150,2302,"As Lie the Dead (Dreg City, #2)","['7140462', '6002364', '8202714', '7101579', '6809619', '7199485', '6557156', '7858184', '7568425', '6973574', '7957420', '7759629', '7556058', '6383537', '10814707', '7832174']"
